4 22 17 28 0 2.140587505072028
4 12 14 1 0 3.1637318698727332
4 3 16 9 0 2.082353887206293
4 28 10 20 0 1.8415693449977897
4 12 26 28 0 2.2753430143908044
4 17 10 24 0 1.2628926529029336
4 3 1 7 0 2.2809412862064575
4 21 28 2 0 2.1715874660722174
4 3 6 24 0 1.7122036838587325
4 13 14 9 0 2.735866911465176
4 9 21 2 0 2.35360439784802
4 4 25 9 0 2.9172251280220514
4 28 15 8 0 2.6168541668315837
4 3 24 11 0 1.3860663819346994
4 22 20 5 0 2.310191637419578
4 3 27 7 0 2.096102273180945
4 11 10 24 0 1.2386751206043518
4 3 27 20 0 1.94218996064374
3 8 10 0 1.131339411939099
4 28 15 8 0 2.6168541668315837
4 10 11 27 0 2.04522279130122
4 13 23 1 0 2.402632823211872
4 12 27 5 0 2.8386532048548663
4 19 21 9 0 2.7092747247609537
4 24 9 7 0 1.532204174430027
4 10 19 9 0 2.004884738508877
4 18 27 7 0 2.5659731348947585
4 26 17 9 0 2.0859808504481885
4 18 21 28 0 2.806649973863588
4 25 15 10 0 2.364314780667573
3 10 2 0 0.9780837860272741
4 12 6 4 0 2.3987028487439916
4 28 5 8 0 2.1488703523882338
4 4 25 28 0 2.716799120374435
4 20 6 27 0 1.870045255923479
4 9 1 27 0 1.996685405292093
4 25 6 20 0 2.324650986764528
2 14 0 0.5807838630554113
4 22 19 9 0 2.743998647428211
4 7 15 5 0 2.292178967039365
4 26 23 27 0 2.1803231775299157
4 4 26 27 0 2.512274430511152
4 22 15 17 0 2.3923124094087136
2 17 0 0.8399152437829772
4 11 16 19 0 2.156945978347316
2 11 0 0.8156977114843954
3 28 13 0 1.8078747387516054
4 3 14 5 0 2.800494691862675
4 11 21 9 0 2.3757582892913227
4 26 16 13 0 2.246876247146617
4 25 18 17 0 2.4528743501922827
4 4 21 27 0 3.003636303270399
4 4 25 16 0 2.774803831642751
4 23 25 9 0 2.499769292953191
4 12 11 22 0 2.5109441976140436
4 22 16 10 0 2.068093154050405
4 23 15 24 0 1.8027199927241484
4 11 21 27 0 2.4788160037018443
4 8 21 1 0 2.612695957967171
4 22 17 13 0 2.4563111486518685
2 24 0 0.5174114928289272
4 18 10 27 0 2.384639452039737
4 28 18 2 0 2.7255945008852147
4 22 6 11 0 2.2080138159319715
4 22 15 20 0 2.3590654313483594
4 12 4 2 0 2.3287675868892688
4 13 17 9 0 2.2250825767867375
4 18 6 7 0 2.533992544448033
4 18 7 5 0 2.446276568908544
4 25 9 6 0 1.7557031731350454
4 19 6 10 0 1.977344094191833
4 26 10 5 0 2.11388983066765
4 7 13 2 0 2.1682469516593943
4 12 1 7 0 2.7108670612067347
4 13 9 11 0 2.019898420856409
2 12 0 1.407070316990741
4 3 9 7 0 1.9919372235915636
4 4 6 26 0 2.3605580663708747
3 3 1 0 1.7710155437437993
4 10 15 8 0 1.9385559366427176
2 6 0 0.5909652716643129
4 5 14 1 0 2.779908615428501
4 22 16 7 0 2.326940347556354
4 18 17 9 0 2.506626988153902
4 26 11 7 0 2.3665753976090804
4 5 14 8 0 2.6986641574215637
4 16 27 20 0 1.876989529119768
4 25 11 26 0 2.6648552047426635
4 12 3 17 0 1.8777691070628681
4 4 21 9 0 2.9005785888598776
4 3 11 2 0 2.6404053988354867
4 18 1 20 0 2.5968998353830663
4 28 11 1 0 2.8067289408334934
3 12 8 0 1.509504069648434
4 15 6 8 0 2.231436046962958
4 13 1 5 0 2.781892893226751
4 25 10 9 0 2.2261524924829157
4 28 21 27 0 2.883704541757001
4 4 20 5 0 2.3693077202025083
4 23 21 6 0 1.7727761608374903
4 3 17 28 0 1.836330118792472
4 23 10 8 0 1.8626496856560202
3 12 9 0 1.9119372561291825
4 12 21 15 0 2.7762969962027824
4 3 23 2 0 2.2914245384163046
4 22 17 24 0 1.9294245879146632
4 4 3 2 0 2.254936860836435
4 3 1 10 0 2.0220940927005087
4 28 17 19 0 2.5162367556362684
4 23 19 9 0 2.3856588951422815
4 20 14 9 0 2.1907353939677696
4 23 17 2 0 2.246057559738726
4 7 19 2 0 2.4739585132133786
4 22 25 15 0 2.6672751466442346
4 26 21 10 0 2.2679117243700464
4 10 6 7 0 1.6292651600944414
4 23 14 10 0 2.174939975676709
4 4 24 7 0 1.9098051040789903
4 25 15 9 0 2.6828329001030173
4 26 27 7 0 2.145326997189045
4 24 21 9 0 2.0774720706358543
4 12 22 26 0 2.364500088385543
4 23 19 20 0 2.172075656675581
4 12 6 26 0 2.427110372308665
4 23 21 24 0 2.071533828986036
4 25 17 9 0 2.451197743007602
4 3 14 15 0 2.3567065625236405
4 22 26 20 0 2.1365173948509995
4 26 17 2 0 2.3493646497531993
4 18 10 2 0 2.5449655369342263
4 7 20 5 0 1.7767677038997345
4 22 21 17 0 2.661126245670601
4 4 11 21 0 2.304801339341977
3 26 21 0 2.0168331754133373
4 3 17 4 0 1.8817405915200882
4 16 25 11 0 2.268615048424293
4 7 17 8 0 1.9126107549467934
4 25 19 2 0 3.117566677021179
4 19 1 9 0 2.5126818170995158
4 4 25 24 0 2.5056362032170694
4 23 16 11 0 1.8082353421886204
4 22 25 8 0 2.9631302209861126
2 9 0 0.5301600207360819
4 24 17 2 0 1.8404068765835628
4 16 15 24 0 1.7916019272065498
4 24 19 2 0 2.243392011292129
4 4 22 20 0 2.2109725553363786
4 15 6 27 0 2.229472585626488
3 12 11 0 2.2373507061386
4 22 6 5 0 2.6810042256874196
4 22 23 28 0 2.131872117743234
4 6 21 1 0 2.337291483225169
4 3 14 19 0 2.783579382765618
4 3 14 2 0 2.8109242604235374
4 15 11 1 0 2.565909495836657
4 23 14 13 0 2.608755731044377
4 22 23 8 0 2.4373193011378422
4 28 15 17 0 2.3314967306782455
2 3 0 0.9771445419904636
4 18 16 1 0 2.738490382674036
4 22 17 26 0 2.2144055013643182
4 5 9 2 0 2.361094469382115
4 20 17 5 0 1.9329052900334802
4 13 16 9 0 2.270680337552942
4 26 14 19 0 2.8328041067737177
4 26 11 20 0 2.2126630850718754
4 5 27 9 0 2.2018757196664858
4 4 11 15 0 2.5495611699980767
4 4 11 21 0 2.304801339341977
4 12 28 9 0 2.3531156373449575
4 9 14 27 0 2.2036136542746667
3 15 19 0 1.8727668553087529
4 28 27 24 0 1.987625981854547
