6 19 16 10 22 23 0 3.7817506293816434
6 26 13 14 4 19 0 3.706184828542242
5 4 2 23 25 0 3.4466110295389347
3 2 27 0 1.9709179383267479
6 7 13 18 6 22 0 4.000162333859032
6 4 18 10 3 19 0 4.276463020121247
6 14 17 9 5 20 0 4.197445353517617
6 5 27 1 10 17 0 3.366002012843714
6 4 21 12 3 23 0 3.990741071572546
6 26 12 21 3 8 0 3.053841007264235
6 12 9 27 7 19 0 3.8276832460550465
6 13 25 4 11 27 0 3.340418480945903
5 12 22 1 11 0 2.4146751886049387
6 26 18 10 27 8 0 3.648179935796714
3 11 17 0 1.4556380454275843
6 26 16 23 5 20 0 4.372689022585702
6 4 27 26 14 20 0 4.415784755768696
6 7 27 23 2 19 0 4.281065439430728
6 4 26 1 14 19 0 4.012494145291402
6 7 8 1 25 3 0 3.893571810915523
6 4 11 3 13 24 0 2.715835062822411
6 15 14 16 1 11 0 3.2238794559606094
6 4 25 9 6 12 0 3.9199606840532626
6 1 18 9 5 20 0 4.140944861704658
6 8 20 14 6 7 0 3.7782806382134346
6 15 16 9 11 27 0 3.777098841411438
6 13 17 7 26 20 0 3.9311929125168845
6 8 27 1 26 19 0 4.095430553356405
6 4 13 26 18 12 0 3.942128104528379
6 7 13 10 18 24 0 4.246688264022792
6 27 17 21 14 23 0 3.842757474326034
6 3 9 10 11 27 0 3.6485101017387684
6 8 28 19 18 6 0 3.112519574932549
6 7 27 23 17 28 0 4.522857366483407
6 4 5 23 14 17 0 4.314165788872959
6 25 13 10 15 20 0 3.745280677406395
6 6 3 9 5 12 0 3.175647978294835
3 13 17 0 1.727715479236616
2 4 0 1.8857078771352387
6 4 26 10 17 19 0 3.8421981321805334
2 8 0 1.6829401884407837
3 7 20 0 1.9885015427176258
6 13 17 1 2 28 0 4.1117605240977
6 7 6 9 26 12 0 3.7913940506868835
6 1 5 18 21 3 0 3.3816419303337186
6 4 28 21 10 26 0 3.8344111931553426
6 8 27 26 14 28 0 4.23937717256054
6 22 6 26 4 11 0 3.0283924257452837
5 7 25 12 14 0 2.7185648730521637
6 13 6 12 15 23 0 3.717613239645812
6 12 16 26 15 22 0 4.362264440144245
6 4 2 20 17 23 0 4.744515052668335
6 7 17 12 14 3 0 4.071473371814125
6 27 25 12 6 24 0 3.1569843877354558
6 4 9 20 11 3 0 4.737864700104278
6 11 3 12 15 22 0 3.370573675502268
5 22 9 23 5 0 2.74579437710777
2 28 0 1.7511962752449495
6 11 2 1 18 27 0 3.3536543713408355
6 25 9 23 11 20 0 4.015272168112009
6 7 18 23 14 28 0 4.719528922864302
6 8 28 23 25 20 0 4.572063958976933
2 8 0 1.6829401884407837
2 23 0 1.009931581135146
6 4 5 20 11 28 0 4.771129929500342
6 7 5 21 15 23 0 4.208933577430781
2 4 0 1.8857078771352387
6 7 6 23 11 20 0 4.6895928343562865
6 4 17 9 25 28 0 4.726897124517218
3 12 6 0 1.6843454331421803
6 13 17 14 5 8 0 3.795360494303661
6 8 16 13 10 23 0 3.374497741531511
6 4 18 23 15 28 0 5.060889317474554
6 27 4 10 15 22 0 3.5479311366289816
6 10 13 16 4 25 0 3.4702369331440552
6 8 28 2 14 20 0 4.7470353475672304
6 4 19 12 17 24 0 3.804418117272664
6 8 27 9 7 23 0 4.096046652694559
6 7 17 9 15 23 0 4.618529259774814
6 4 20 14 17 22 0 4.485854999419849
6 8 17 16 19 23 0 4.043431681214109
6 12 10 26 14 20 0 3.745566101644056
6 7 14 16 15 23 0 4.4606618671465545
6 8 27 11 5 19 0 4.262076153218505
6 15 17 20 5 28 0 4.252890801502646
6 5 8 13 22 23 0 2.199966332313692
6 4 28 9 26 3 0 4.348337473546718
2 3 0 1.447510947220451
5 27 17 1 14 0 2.7039858146875284
3 2 16 0 2.1453035941102083
6 12 6 14 15 20 0 4.179633164113087
6 7 9 1 11 19 0 4.577075581532785
4 26 9 15 0 1.7316514079228331
6 23 16 11 5 27 0 3.2140504822892004
5 8 5 23 6 0 2.7469379478851
6 26 16 12 11 5 0 3.444725696940709
6 4 27 7 3 28 0 4.328720402903266
6 3 18 12 5 22 0 4.00303313084248
6 7 13 12 9 8 0 3.6573638122317798
6 4 28 18 6 23 0 4.195034122354254
6 12 18 1 21 13 0 3.843989478411615
6 7 27 9 5 2 0 4.239317894182765
6 4 13 17 15 9 0 3.7765144012009966
6 11 3 13 22 23 0 2.038121305031198
6 4 25 16 23 7 0 4.056680197122256
6 7 12 21 17 11 0 3.1193322806218524
6 4 18 16 21 15 0 4.592996320213187
6 7 13 17 3 28 0 3.899360919748545
3 7 14 0 1.7583158928867597
6 3 24 27 5 25 0 3.396022158107132
6 12 27 8 25 22 0 3.6306234477229493
6 4 25 1 14 24 0 4.44537568802268
6 26 24 16 19 20 0 3.6028434414181865
5 7 24 27 15 0 2.9118079112693565
6 2 25 1 14 10 0 3.4378732166768735
6 13 17 25 26 7 0 3.5892286968086062
6 5 6 10 14 9 0 2.8860825496735716
6 8 20 27 6 24 0 4.095772797489118
5 8 3 10 22 0 2.2160294321434426
6 8 9 26 14 3 0 3.943062978202719
6 19 25 4 7 24 0 3.8510390676822994
6 13 9 19 2 5 0 2.4136387675204154
6 28 2 13 18 23 0 3.736563898623558
6 19 16 12 4 11 0 3.4883804845579807
6 2 25 11 3 23 0 3.8183295100622128
6 4 13 10 17 3 0 4.163691346250136
3 11 10 0 1.0550645646213164
6 1 3 16 10 24 0 3.603473272798109
6 15 21 14 25 20 0 3.843605230585444
6 4 13 21 9 3 0 4.038284327468055
6 12 5 23 11 20 0 4.230429909551564
6 9 13 24 15 8 0 2.958855324249572
6 19 13 3 2 20 0 3.5416054958434353
6 7 27 20 25 19 0 4.392793650852306
6 15 16 28 25 8 0 3.297446180672255
6 26 14 21 25 8 0 3.7804417163061528
6 9 13 25 11 20 0 3.772902792261968
6 27 16 10 3 19 0 3.5038521532439657
6 25 24 13 3 23 0 2.186127088053863
6 7 25 20 26 3 0 3.9343669870154496
6 8 28 1 23 24 0 4.24808244735182
6 12 14 20 15 22 0 4.384496082331187
6 1 28 27 6 23 0 3.733151713932899
6 13 18 26 15 3 0 3.880435737347603
6 27 13 6 15 23 0 3.137762426289308
6 19 16 24 6 7 0 3.3417124838250927
6 7 6 10 1 27 0 3.422402133663185
6 3 13 10 5 8 0 3.7821114591096587
6 4 18 14 3 19 0 4.212323355500363
6 4 28 14 18 3 0 4.399704049249614
6 26 13 17 11 20 0 4.14331752416971
6 4 13 17 3 8 0 3.9011862675858024
6 11 8 2 14 3 0 3.466372163416133
6 4 28 12 15 3 0 4.45726760307866
6 12 17 26 7 8 0 3.804238866154111
6 12 13 14 17 22 0 3.9856155576935337
6 19 5 27 15 23 0 3.9492530500222185
6 12 25 20 5 3 0 3.848160852190248
6 28 20 17 22 23 0 3.6513574827666
4 1 18 16 0 2.342351223407297
6 8 17 14 18 24 0 4.368867265734106
6 15 17 10 9 25 0 3.4410908043525676
6 19 18 21 14 24 0 4.514460162390741
6 13 18 10 21 14 0 4.006641955683603
6 4 1 3 6 27 0 2.829283231211309
2 6 0 1.2501038849611752
6 7 28 2 11 23 0 4.74888887419014
6 4 28 16 13 15 0 4.07149369805215
6 11 8 16 13 18 0 2.682609971909486
4 22 9 16 0 2.231515919470418
6 8 2 25 15 27 0 4.0868822985625215
6 8 18 9 26 23 0 4.166124988354811
6 4 9 1 15 26 0 4.062562687584716
6 3 13 27 15 7 0 3.8741697033846676
6 11 9 6 22 7 0 2.4258362571093386
3 24 17 0 1.452315279510676
6 26 24 16 13 28 0 3.754357966594107
6 6 10 21 19 1 0 2.535356937543458
6 28 20 10 21 19 0 4.432373556021374
6 1 27 10 14 20 0 3.9571652412478837
6 16 17 9 25 20 0 4.134822615803172
6 5 24 21 14 23 0 3.340588103671734
6 26 6 1 3 12 0 3.4820478530643557
6 19 17 24 6 27 0 2.9899581951281258
6 12 8 7 15 22 0 4.21707489811064
6 7 6 10 21 23 0 4.215229486642464
6 13 18 20 14 3 0 4.124370377157331
3 4 25 0 1.983547296164962
6 4 10 1 5 20 0 4.302188660611141
6 4 25 11 1 24 0 4.210510737092454
6 8 20 17 16 24 0 3.596958250349652
6 13 18 9 10 23 0 3.777633233484059
6 4 9 12 6 22 0 4.213661704959334
6 12 9 10 21 20 0 4.231557820651327
6 8 27 26 14 13 0 3.560756613177932
6 7 18 16 24 22 0 4.205098163582305
6 26 18 11 5 27 0 3.650313214249254
6 8 27 7 3 22 0 4.1305878510495555
6 4 28 1 10 27 0 3.92130689545067
6 27 25 16 15 7 0 3.7708205794250254
6 26 10 1 15 7 0 3.840715784246774
6 7 28 12 14 17 0 4.242037740531929
6 4 16 10 7 23 0 4.322880996058425
6 11 28 20 9 22 0 3.876614385299557
6 4 1 9 6 7 0 3.815511481611757
6 11 27 10 14 24 0 3.6458841717863653
6 4 25 12 26 24 0 3.8876001781830305
6 27 17 19 3 24 0 2.998505839844587
6 12 20 16 10 19 0 4.107685597702863
6 26 17 23 5 8 0 4.195931214717104
6 7 2 23 5 20 0 4.611191254778043
2 15 0 1.2561841629887693
6 4 24 23 5 12 0 3.9097735317185176
6 27 9 21 15 22 0 4.096938970088324
6 4 28 2 14 7 0 4.626145313104135
6 4 13 21 3 1 0 3.6399713769177673
6 12 17 10 25 28 0 4.156903535275726
6 12 5 1 11 28 0 4.198163072627491
6 3 28 2 11 20 0 4.698932125351785
6 7 26 13 11 8 0 3.20111814909105
6 7 21 16 14 20 0 4.852712376089548
6 15 6 10 3 19 0 3.456037303948173
6 4 28 1 5 12 0 4.3335332130950075
6 15 18 17 11 8 0 3.9808468593052115
6 7 9 26 14 20 0 4.239986868544091
6 7 20 17 24 22 0 3.610563040540264
6 13 17 1 3 12 0 3.5187996132478174
6 19 8 1 12 22 0 3.5300040568832673
2 10 0 1.0174498910017677
6 2 9 1 15 7 0 4.333029594444012
6 2 13 15 26 23 0 3.543684748903575
6 4 8 17 15 19 0 4.313798649500901
6 8 28 9 13 27 0 3.5693645891239303
6 4 5 1 26 12 0 3.72313956358542
6 19 9 1 10 23 0 3.9004962863877535
6 22 9 23 26 24 0 3.8487104366380387
6 14 9 16 15 27 0 3.8766431882438552
6 27 1 10 17 24 0 3.2815573019503215
5 8 19 6 26 0 1.7926529530514828
6 7 27 1 21 17 0 4.438796416456553
6 4 18 1 5 27 0 4.0496053496881
6 19 28 2 11 23 0 4.6549367937937225
6 28 16 12 7 27 0 3.576093332698536
6 2 20 1 15 3 0 4.399249896342776
4 22 21 12 0 1.8443616017474436
6 1 2 9 18 22 0 4.31737412440226
6 6 18 9 17 3 0 3.8848046691498315
6 4 3 26 11 8 0 4.094125066292436
4 8 28 9 0 2.574348063091435
5 22 24 7 3 0 2.14408250018936
6 27 9 21 17 19 0 3.754774139474787
6 25 28 19 21 24 0 3.3555929758290612
6 4 20 10 14 19 0 4.466089532661692
6 19 5 1 11 20 0 4.316938454654454
6 7 10 17 5 8 0 3.729517299654776
6 13 21 9 17 19 0 4.11334287909189
6 26 17 10 1 28 0 4.060351750906691
6 12 17 4 11 8 0 4.302181409693619
6 1 17 10 14 20 0 4.107194656056955
6 11 8 25 14 22 0 3.616284620577046
6 19 24 23 5 25 0 3.7517865289792773
5 19 6 10 27 0 2.4340207296204097
6 19 5 26 18 24 0 3.8182942438974936
6 4 8 9 21 10 0 3.7341176157322957
6 12 8 20 26 22 0 3.9916248156691725
6 7 8 20 11 3 0 4.379649146093658
6 14 17 10 18 22 0 4.1910654030839645
6 5 25 16 21 3 0 3.6955407480536593
6 8 25 9 26 24 0 4.004024942050766
6 1 10 27 5 20 0 3.5802266521622195
6 3 18 16 5 27 0 3.840427308610122
3 22 13 0 1.5323452570786156
5 14 2 11 5 0 2.8986565883928845
4 8 9 12 0 2.0654814920590505
6 28 18 6 22 27 0 2.9484508671810263
6 4 5 11 18 24 0 4.358013256746106
6 26 6 15 17 1 0 3.062911576511495
6 28 27 23 14 20 0 4.591315841745587
3 2 16 0 2.1453035941102083
6 3 18 10 25 8 0 3.957518500258694
6 4 8 12 14 24 0 4.145556318256352
6 12 5 14 18 17 0 3.648647776760582
6 26 18 16 14 27 0 3.980035710925606
6 12 5 20 15 14 0 4.080120442121093
6 19 16 10 14 23 0 4.237841044846249
6 4 28 20 3 8 0 4.5470944816387755
6 12 14 1 26 23 0 3.5644328283059354
6 11 28 9 3 22 0 3.7645801738209808
6 27 17 9 25 20 0 3.9014688903300687
6 15 17 14 11 8 0 4.036938138688036
6 22 24 12 17 20 0 3.4839292120850853
6 28 2 20 10 3 0 4.302355465834979
6 10 18 23 11 1 0 3.507275791209568
6 28 13 16 10 15 0 3.8619896927551567
5 24 13 25 23 0 2.029724983875642
6 26 27 1 13 23 0 3.5792491837358376
6 4 28 27 18 19 0 4.625007135790876
6 7 18 1 5 12 0 4.106411335373781
6 19 13 12 26 11 0 3.190319584756282
6 5 9 10 13 24 0 3.161531736860247
6 6 18 1 25 20 0 4.03406585558349
5 7 10 26 5 0 2.5560099222903716
6 5 17 10 14 19 0 3.730739301649137
6 4 5 10 18 24 0 4.222696239278617
6 4 13 23 7 20 0 4.477858374234051
4 26 10 2 0 1.9784252652575134
6 7 9 21 14 24 0 4.465272981820427
6 8 19 16 18 15 0 3.6747462066826744
6 12 6 22 7 8 0 3.224678896175244
6 7 18 9 10 12 0 3.960344174057072
6 4 17 21 1 23 0 4.393196485319036
5 7 28 2 5 0 3.3405722687805595
6 28 2 17 21 14 0 4.355798207564781
6 4 20 13 23 22 0 3.600489060974201
4 12 28 5 0 1.9214020723063192
2 9 0 0.9302407926246172
6 19 28 21 14 20 0 4.619373499925656
6 12 21 26 5 20 0 4.018722399269086
6 7 28 1 18 24 0 4.621174286175829
6 4 24 7 5 8 0 4.063027556483368
6 8 25 27 14 17 0 4.018894190397349
6 27 9 16 22 23 0 3.438196818031347
6 25 3 10 15 20 0 3.447166455819275
6 12 9 16 15 19 0 4.540454257847516
6 7 6 12 25 8 0 3.855352956480974
2 8 0 1.6829401884407837
6 26 6 18 5 1 0 3.1510751370399754
6 26 10 21 9 11 0 3.1218007151033142
3 11 9 0 1.3103977636116726
