3 14 10 0 2.0486676756117888
3 20 6 0 1.6175401342763882
3 8 10 0 1.3956183568049245
3 19 26 0 1.9057085757715322
3 15 28 0 1.3030442395457678
3 2 11 0 2.0337871658652458
3 14 18 0 1.4315749147703418
3 16 13 0 1.3232869859248302
3 6 5 0 1.4861422273562592
3 25 5 0 1.5890719331644034
3 26 6 0 1.5979956843801653
3 7 11 0 1.577471131476321
3 20 14 0 2.1866670534502046
3 21 10 0 2.0651632086669682
3 28 10 0 1.35814472966944
3 20 18 0 1.463943288679833
3 16 24 0 2.045450859569752
3 19 22 0 1.331429748744381
3 1 28 0 1.7679638853074382
3 20 17 0 1.6725541421495007
3 2 13 0 1.4915210750236587
3 12 5 0 2.054480807791828
3 9 11 0 1.6876795976409247
3 11 24 0 2.223948629414851
3 1 5 0 1.9571788166459188
3 7 1 0 1.16535968888617
3 17 16 0 1.6268790253873717
3 21 7 0 1.3787657660847792
3 1 24 0 1.925604286517055
3 11 6 0 1.5136430824803868
3 26 10 0 2.0614915996250573
3 6 25 0 1.0746637502523588
3 20 28 0 2.1702052800012357
3 7 24 0 1.757368914279656
3 9 19 0 1.281522224716237
3 11 13 0 1.501784755769929
3 20 27 0 2.0439150617411883
3 12 2 0 1.7933219924740318
3 20 1 0 1.7358364558173665
3 16 23 0 1.6509419392305384
3 15 5 0 1.4922591708842483
3 21 18 0 1.4480704478255209
3 12 24 0 2.0229062776629645
2 28 0 0.7551804773459276
3 8 24 0 1.642427988494497
3 23 15 0 1.2020189524568086
3 1 10 0 1.6787946548274826
3 12 1 0 1.4308970522694784
3 27 5 0 2.07532386428126
2 22 0 0.6548750305124805
3 19 11 0 1.8835386394826814
3 9 6 0 1.1572718335097951
3 23 1 0 1.5629065828675877
3 12 27 0 1.7389756581933
3 23 2 0 1.925331523072141
3 22 8 0 1.1292178252861071
3 7 2 0 1.5277846290907233
3 16 11 0 1.8655530767664172
3 20 12 0 1.6542572716891641
3 17 10 0 1.947853540529396
3 14 28 0 2.137836906091745
3 12 22 0 1.290899604121329
3 16 18 0 1.1815484670387324
3 20 24 0 2.3278456812108526
3 22 13 0 0.7824850408806433
3 6 8 0 1.0791366079879372
3 27 18 0 1.1798469416213764
3 11 5 0 2.2555231595437153
3 11 8 0 1.8485175401753928
3 11 22 0 1.4919419558732157
2 5 0 0.6753335431390494
3 28 5 0 1.6365288914878764
3 15 27 0 1.1767540212857202
3 19 22 0 1.331429748744381
3 21 18 0 1.4480704478255209
3 12 19 0 1.4368511219349418
3 23 6 0 1.4446102613266094
3 22 6 0 0.794343367591101
3 15 3 0 1.3301628894170747
3 13 8 0 1.0938466710554806
3 4 26 0 1.4844353551119533
3 23 18 0 1.291013415730054
3 12 8 0 1.6474751884235064
3 19 1 0 1.4714271968925303
3 20 13 0 1.6056818075659305
3 17 16 0 1.6268790253873717
3 12 27 0 1.7389756581933
3 1 18 0 1.0617018939860352
3 11 8 0 1.8485175401753928
3 21 6 0 1.6016672934220761
3 27 25 0 1.6638453871773595
3 17 8 0 1.8192320829795103
3 27 28 0 1.8861089329427794
3 2 18 0 1.3497825561375612
3 1 25 0 1.5457003395420184
3 17 13 0 1.4724992985740466
3 21 20 0 1.5336079663515085
3 1 26 0 1.7678764400025704
3 20 15 0 1.3749488254065874
3 1 8 0 1.5501731972775967
3 21 26 0 2.154244993842056
3 16 28 0 1.8878104583601354
3 21 12 0 1.638384430834852
3 8 10 0 1.3956183568049245
3 26 18 0 1.44439883878361
3 20 2 0 2.09826139602192
3 1 26 0 1.7678764400025704
3 4 23 0 1.2476542812872244
3 7 4 0 0.8387359562770405
3 12 19 0 1.4368511219349418
3 2 25 0 1.8337810016935443
3 2 5 0 2.2452594787974443
3 12 8 0 1.6474751884235064
3 15 27 0 1.1767540212857202
3 17 12 0 1.52107476269728
3 28 10 0 1.35814472966944
3 6 24 0 1.4545676972273955
3 7 16 0 1.1895847674480593
3 9 19 0 1.281522224716237
3 12 14 0 1.8817276499023166
3 4 24 0 1.642163201626438
3 7 4 0 0.8387359562770405
3 21 13 0 1.5898089667116186
3 12 23 0 1.628397357323751
