5 21 9 5 27 0 3.1948195008428018
5 1 9 24 10 0 3.1437395083635282
5 25 4 5 6 0 3.3417118508771915
5 23 22 8 1 0 3.0319011611844595
5 1 6 24 10 0 3.5789040868963484
2 9 0 0.7693169673683627
5 23 18 21 10 0 3.2252187973279205
5 5 2 3 17 0 2.4477722097365002
5 1 3 13 12 0 2.8531753989224415
5 7 26 5 27 0 3.30976583537323
5 1 26 12 18 0 3.1112879871997894
5 25 4 13 23 0 3.0286964889857253
5 28 5 14 17 0 3.072342348568949
5 22 6 10 17 0 2.1023797771269606
5 3 18 9 10 0 2.8995332707992376
5 2 9 17 27 0 2.8068146265272054
5 23 22 2 4 0 3.2461685096809676
5 7 4 9 10 0 3.213577277962375
5 11 4 24 22 0 2.9331035937111145
5 2 28 14 10 0 3.882272722298822
5 15 6 18 16 0 3.0728611308328335
5 23 15 20 18 0 3.0375154136853832
5 22 3 17 16 0 1.8691058532661895
5 1 15 24 12 0 2.6706657770930256
5 9 4 13 17 0 3.1779581179736995
5 7 17 2 25 0 2.6755932018457034
5 19 10 24 11 0 3.4845883430119042
5 21 14 24 22 0 2.8330655946663383
5 23 22 9 25 0 2.8472302339243427
5 2 4 20 24 0 3.336764149574553
5 26 6 13 9 0 3.021171732300504
5 16 9 8 25 0 3.3712309578805795
5 25 22 14 9 0 3.3335916917421993
5 19 18 24 16 0 3.7736099446310143
5 19 6 20 27 0 4.0750041294671
5 23 16 2 20 0 2.2974976049971714
5 16 10 14 12 0 3.1278916679807303
5 7 28 12 1 0 3.1717363888711927
5 7 26 28 10 0 3.344657293529761
3 14 5 0 2.070214116474553
5 16 17 12 9 0 2.3154062908583604
5 23 5 13 21 0 3.128026173409722
5 2 19 17 16 0 2.7685346946328826
5 11 4 21 1 0 2.829555986376849
5 2 28 17 15 0 2.3511366893389094
5 17 25 28 27 0 3.2222921236617146
5 1 15 14 8 0 2.794265624128785
5 20 5 13 10 0 3.3631998889190715
3 20 25 0 2.5035389644906214
5 15 5 12 25 0 3.0209408307400705
5 14 3 5 11 0 2.8558229336922163
3 2 10 0 2.473607853480183
5 24 13 21 8 0 2.5778926152989117
2 6 0 0.652097514754097
5 15 22 20 27 0 3.4164595584808914
5 16 21 24 20 0 2.9668316723278703
5 19 26 14 22 0 3.146884728869931
5 19 3 13 9 0 3.264355152207822
5 4 6 14 18 0 3.571686933785401
5 9 4 14 10 0 3.447787682540075
5 7 6 3 10 0 3.2530636532016928
5 26 22 5 4 0 3.071088217633891
5 8 9 14 16 0 2.8981006239222
5 23 26 16 28 0 2.055838563235535
5 7 4 13 21 0 3.6191924169676293
5 20 25 8 10 0 3.7679000675692524
5 2 28 13 21 0 3.796293386838234
5 7 24 8 4 0 3.2371799944710964
5 23 22 14 25 0 3.338824708390186
5 3 6 13 20 0 3.192846974490689
5 1 7 11 4 0 2.978485051483691
5 27 28 14 21 0 3.3469760017741867
5 14 7 8 25 0 3.4312551153566084
5 3 26 9 18 0 2.685703676396036
5 23 26 14 20 0 2.894852475144036
5 15 20 12 10 0 3.055447930498016
5 25 26 28 9 0 3.1186198051116243
5 9 10 28 27 0 3.2223674039286307
5 14 26 24 12 0 2.860745588830825
5 17 14 12 27 0 2.6770769705104427
5 15 6 12 8 0 3.0800812713522263
2 1 0 0.8781647683363832
5 7 22 24 18 0 3.5900965301900007
5 19 10 28 4 0 3.6527382588839976
5 7 22 2 9 0 3.183379619104744
5 2 22 15 12 0 2.6805878294120804
5 3 5 8 18 0 3.3214070476910944
5 23 15 20 19 0 2.9619169916445034
5 7 5 8 18 0 3.55217359789923
5 22 18 17 25 0 2.1905701369495656
5 19 3 17 22 0 2.4312050180108122
5 3 5 14 12 0 2.87793141160923
5 9 5 12 10 0 3.039511386727722
5 15 7 5 1 0 2.7436373868594184
5 16 10 15 22 0 2.2907156042813184
5 7 4 3 17 0 3.0064606273085963
5 14 20 12 27 0 3.1950182859487897
2 1 0 0.8781647683363832
5 1 23 14 27 0 3.0931083671265074
5 25 15 24 4 0 3.2235217806154925
5 25 18 21 17 0 3.2842245830127137
5 26 6 9 10 0 2.85331970380831
5 8 18 24 27 0 3.354463207725886
5 19 18 13 21 0 3.7470850143968595
4 2 13 17 0 2.165448559788156
5 7 21 12 11 0 2.872577185621307
5 23 7 13 17 0 3.0305299191818533
5 26 18 13 10 0 3.2073073875802827
5 7 26 12 1 0 2.8561889335064286
3 20 26 0 2.160082929535411
5 25 5 14 12 0 3.167624983166804
5 1 19 8 17 0 3.0642879483157066
2 16 0 1.01875995062433
5 7 26 12 10 0 3.236074111945705
4 8 26 12 0 1.9977014945073357
5 7 28 5 27 0 3.625313290737995
5 6 22 20 7 0 2.955622315068705
5 1 28 24 7 0 3.232666724306142
5 1 9 5 27 0 3.062473580985493
5 15 25 8 11 0 3.3192079856194816
5 7 13 17 16 0 2.833952519682282
5 1 7 20 11 0 3.273356878235013
5 1 27 12 11 0 2.7546807282330232
5 19 13 24 10 0 3.826304088764414
5 15 7 14 16 0 3.1790377185606933
2 3 0 0.79593448704837
5 6 21 14 12 0 2.5153457799096928
5 19 22 9 27 0 3.326342802900038
5 4 9 13 22 0 2.625394392462193
5 2 17 14 7 0 2.613586817356698
5 16 10 9 5 0 2.4109190156028477
3 17 15 0 1.4548899813421465
5 15 26 18 16 0 2.7364525377676285
5 20 18 24 12 0 3.249015485139251
2 5 0 0.6164007422884206
5 23 15 12 18 0 2.793302086434738
5 24 25 8 11 0 2.9466303115019916
5 25 4 13 9 0 3.4403563278040075
5 7 10 21 28 0 2.7841831297679027
5 15 4 2 11 0 3.122036542749608
5 1 18 23 11 0 2.7210194731643575
5 26 13 28 11 0 2.9873809818825245
5 16 13 20 1 0 3.3165634457538142
5 7 26 21 1 0 2.8388842730068924
5 26 6 8 11 0 3.2226321188439164
5 23 5 24 12 0 2.8842847749771674
5 3 26 12 4 0 3.0142623352418743
5 2 28 16 3 0 2.4933270792917335
5 23 22 17 16 0 2.554034478622238
5 20 5 24 4 0 3.4176498044849075
5 19 18 13 22 0 3.3456865312412662
5 1 15 21 4 0 2.843796179040835
5 3 4 22 27 0 2.999519031129834
5 19 9 23 17 0 2.7189080556526797
5 3 5 8 14 0 2.893803815842719
5 3 13 2 4 0 3.2953200005328767
3 14 25 0 2.3528488067596043
5 22 10 13 16 0 2.6339637653849346
5 19 6 18 27 0 3.6836213859215703
5 1 7 23 27 0 2.8833227085456326
5 25 16 23 27 0 2.4375408604082676
2 12 0 0.30543022296090194
5 26 22 12 25 0 3.0459056844488797
5 5 28 20 6 0 3.0848344410364557
2 11 0 0.6965155550940524
5 15 18 13 16 0 3.2306642013839504
5 19 5 8 1 0 3.3597083296699792
5 21 3 8 4 0 3.452979520397786
5 8 4 24 27 0 3.437740664680888
5 24 6 8 11 0 2.939582869611986
5 21 10 12 4 0 3.316794673852896
5 17 25 11 7 0 2.476011789772306
5 5 2 1 17 0 2.2292937242773183
5 7 22 15 21 0 2.7874136598679162
5 16 25 5 27 0 3.6452807836962653
5 1 2 12 10 0 3.260006915953982
5 3 6 24 18 0 3.5204239497825416
5 7 3 14 20 0 3.118595854741123
5 1 3 13 27 0 3.2367513814923554
5 26 22 8 1 0 2.8872225821932562
5 7 26 19 4 0 3.228660038912646
5 15 20 14 10 0 3.2036883754481185
5 15 6 3 19 0 2.914934828533719
5 4 22 6 18 0 2.9055244500955792
5 14 21 24 4 0 3.0482109873486265
5 21 13 14 22 0 3.1436265970518016
5 1 4 2 9 0 3.1803859224525035
5 19 28 2 22 0 3.3711471329466787
5 28 3 21 16 0 3.003468902628992
2 18 0 0.2821914533540165
5 26 6 21 1 0 2.799483894385238
5 1 4 23 9 0 2.724902031941077
5 16 13 28 4 0 3.5697732520308065
4 2 27 20 0 2.6183243650170653
5 26 28 24 7 0 3.005394021539405
5 1 6 13 12 0 3.196971005086216
5 23 28 20 8 0 3.3585836150080746
5 23 25 16 9 0 2.636872547567136
5 15 20 12 17 0 2.824396302137714
4 9 3 8 0 2.2857447450538837
2 19 0 1.2378710916407374
5 16 21 12 11 0 2.8646360989891315
5 25 28 21 17 0 3.36219229980007
5 25 4 24 13 0 3.3223596700008637
5 14 28 8 11 0 3.3837317186584963
5 25 26 12 4 0 3.303955906799448
5 1 7 2 25 0 3.301994477161253
5 2 26 20 9 0 3.377733639467025
5 2 4 12 9 0 3.4543775077487897
5 17 9 8 1 0 2.4760016975034023
5 8 13 14 10 0 3.2871304921006232
3 11 28 0 2.1886029791785444
5 7 27 1 16 0 2.5047174603921474
5 12 25 14 17 0 2.7754481491951126
5 28 22 18 9 0 2.837512884511058
5 20 25 14 6 0 3.3839123568536214
5 1 10 17 22 0 2.1668418452707274
5 5 7 10 16 0 2.4010836076087654
5 19 28 23 10 0 3.364263124845361
5 9 28 20 17 0 3.3073991963126703
5 26 4 24 27 0 3.3832180294181287
5 7 10 21 25 0 3.3170515098373747
5 2 23 12 9 0 2.943712348545889
5 1 26 3 16 0 2.7019471801344737
5 23 28 13 21 0 3.382752284104327
5 22 10 21 17 0 2.3423165788629596
5 15 7 3 19 0 2.725701555016592
5 19 5 12 1 0 3.1281803325608197
5 20 28 12 25 0 3.518789411795154
5 26 22 8 9 0 2.9821432508649575
2 8 0 0.7054147008324049
5 9 26 8 27 0 3.257356081988034
2 11 0 0.6965155550940524
5 8 13 14 18 0 3.3108806362748298
5 20 13 12 11 0 3.2114486955445063
5 26 13 14 17 0 3.001556228477562
5 23 4 13 17 0 3.2042117951661857
5 11 15 14 27 0 2.8658753405651503
5 5 22 24 12 0 2.8196081512991085
5 23 28 13 27 0 3.477091726180155
5 1 25 16 15 0 2.1815878459108826
5 23 22 3 4 0 2.8697940642096644
5 14 28 8 9 0 3.304336820480214
5 25 5 14 11 0 3.298493311326112
4 21 7 20 0 2.6941861286673463
5 11 5 12 10 0 2.9667099744534116
5 11 13 21 10 0 3.112686240912632
5 26 14 24 11 0 2.7164772428631077
5 3 28 8 18 0 3.5761331583856997
2 21 0 1.010510688193692
5 15 7 12 11 0 2.8913992731031897
5 25 17 24 22 0 2.3735966770030017
5 3 10 8 4 0 3.333746469816733
5 19 18 21 10 0 3.667519244407809
4 19 20 11 0 2.3706293660750055
5 13 2 5 27 0 2.8037028878838375
5 19 10 12 8 0 3.329079416938253
5 19 10 24 17 0 3.4591063262408954
5 15 6 3 28 0 2.4442406472564273
5 23 3 13 16 0 3.0408476038136163
5 25 5 14 27 0 3.551200965736718
5 2 25 3 17 0 3.2114701767696467
5 2 20 24 26 0 2.961360006344403
5 8 3 14 10 0 3.055641207373138
5 19 18 20 17 0 3.697985603797689
5 7 25 3 9 0 2.975146585324123
5 25 9 19 6 0 2.87917614273359
2 4 0 0.8539146769066874
5 11 6 9 19 0 2.8470949154660428
2 28 0 0.8849591126197897
3 27 22 0 2.0728710180088914
5 3 6 9 18 0 3.0221122694612403
5 7 4 8 10 0 3.788459304587274
5 20 3 14 11 0 3.1281998557671233
5 16 3 12 22 0 2.772146129804852
5 2 3 12 22 0 2.9624979264752773
5 23 19 16 11 0 2.349085147331474
5 27 6 19 25 0 3.2607551681671825
5 21 3 14 27 0 3.4078752375557375
5 2 28 20 15 0 3.155402269400002
5 20 5 24 17 0 3.177643402620301
5 23 6 13 27 0 3.4979528638805952
5 15 10 2 5 0 2.5328889786115494
5 23 13 20 19 0 3.4214110402629365
5 7 26 16 25 0 2.819837336000664
5 4 14 24 17 0 2.8940178374291405
5 27 11 8 21 0 2.587707460236336
5 9 10 21 11 0 2.8437719074344328
2 10 0 0.299863932737487
5 1 4 20 18 0 3.676358509982845
5 7 18 2 1 0 3.1507240657459223
5 19 15 5 11 0 3.0328364583573397
5 23 28 20 17 0 3.3336528735051565
5 5 16 15 22 0 1.2943304396208615
5 23 28 17 27 0 2.8075769646256785
5 2 26 14 9 0 3.281760757166482
5 19 18 2 27 0 3.7889173413907438
5 7 26 24 6 0 3.090331604194691
5 7 25 9 4 0 3.2451308908894796
5 22 17 8 27 0 2.153620545499976
5 8 7 13 17 0 2.9403739754534093
5 20 18 21 10 0 3.413191113582755
5 19 26 14 11 0 3.3899149996907463
5 9 28 8 22 0 3.077165612121377
5 2 4 5 22 0 3.3172958157124692
5 23 22 3 9 0 2.575874780937785
5 19 6 18 10 0 3.6364833431002577
5 7 22 20 9 0 3.3706375526933035
5 15 7 9 4 0 2.7625696286810473
5 19 14 8 12 0 3.24915828707849
5 15 3 13 12 0 2.715431121041264
5 2 23 8 11 0 3.2546352438333304
5 7 6 24 18 0 3.7511904999906776
5 1 13 8 25 0 3.5534940326891644
5 20 25 24 12 0 3.3548917815170527
5 28 15 14 8 0 2.8010599684121913
5 16 19 5 11 0 3.0253908308717152
5 15 28 3 10 0 2.9459219686999525
5 26 16 28 8 0 2.2566576161266694
