12 27 26 24 23 16 13 21 6 2 1 9 0 7.771141990565267
12 28 27 26 25 22 18 21 13 15 3 2 0 9.538744038646428
12 27 24 21 20 14 13 8 11 10 1 2 0 7.674591956131676
12 27 24 20 17 12 14 8 6 10 11 2 0 7.587872260215772
12 28 25 24 22 18 21 14 4 7 6 9 0 8.336891205869703
7 9 19 10 5 11 13 0 5.590194626782347
12 28 22 19 17 12 8 7 4 5 1 13 0 7.64475224365301
10 28 25 22 1 15 18 3 9 19 0 7.384917809647606
12 28 25 24 20 19 4 14 6 5 1 12 0 7.805210333542844
9 27 25 22 19 17 13 7 5 0 6.1151326010358265
12 28 27 25 22 19 21 7 12 8 5 13 0 8.387902484119357
12 28 27 25 23 20 18 8 6 5 1 22 0 8.901108753059997
9 26 24 22 6 3 13 18 16 0 6.65333942809521
12 27 25 23 22 20 18 15 6 8 3 9 0 7.911290403694867
12 26 21 20 17 16 2 7 5 8 3 10 0 7.918394223640503
12 23 22 21 20 11 7 17 4 5 1 9 0 8.446714508697843
12 28 27 25 22 20 21 1 4 7 3 15 0 8.110184957340051
12 26 24 19 16 11 8 7 6 5 1 10 0 8.46162614441931
12 23 19 15 13 11 12 7 6 10 3 2 0 9.163650551620169
6 9 12 18 22 15 0 3.9791000199181243
7 5 20 12 1 8 7 0 5.779076950989885
7 9 27 22 25 8 18 0 5.589049012131886
2 22 0 1.1424446416126914
12 25 23 21 19 15 16 7 9 10 1 2 0 8.417442249797997
8 25 4 6 1 17 5 14 0 6.319276703084664
12 27 23 21 20 15 8 7 6 17 5 2 0 8.814549666527919
12 26 25 21 19 17 18 14 4 5 3 16 0 9.048877544444887
8 28 10 9 24 1 26 7 0 6.723907670439568
12 28 26 23 21 19 13 8 6 4 12 16 0 8.568385574299615
12 25 24 21 19 15 10 7 6 5 1 16 0 8.391179528493243
5 9 7 15 20 0 2.786196661040301
9 27 26 10 25 15 20 3 16 0 6.57936947542738
12 28 26 23 21 17 18 14 6 5 12 4 0 8.975049542416041
12 21 19 18 17 15 7 14 6 8 1 12 0 8.702538464831775
4 23 19 21 0 2.300234180945916
12 26 22 21 18 15 11 12 6 17 3 2 0 7.654541800467645
12 24 20 16 13 11 5 7 4 10 3 9 0 9.549402088614492
12 25 22 18 16 12 8 1 4 5 3 13 0 7.20863536992511
10 23 20 16 14 3 13 7 6 8 0 7.935973315742396
12 26 23 22 20 17 18 1 6 10 11 2 0 8.875476795247621
12 28 27 23 22 15 2 8 6 5 1 9 0 9.450139658653121
12 25 21 20 14 11 12 4 9 10 3 2 0 8.198571533547522
12 25 24 23 21 19 2 18 15 10 1 9 0 7.839649696077975
12 28 27 25 21 10 2 7 4 8 1 9 0 8.463821811753833
12 28 26 23 21 20 18 15 12 5 11 9 0 8.484115816180008
12 28 26 23 22 15 13 18 9 7 3 2 0 9.272931340361977
12 25 22 18 15 14 13 8 11 10 3 9 0 6.8825583415215075
12 28 27 19 18 16 4 14 6 5 11 10 0 7.393001537345688
2 20 0 1.1747059200933363
12 25 22 20 17 11 14 7 4 8 9 2 0 8.713633865973007
12 28 26 25 19 16 13 14 6 8 10 2 0 8.285091984279243
12 27 25 23 22 15 13 1 6 4 9 16 0 7.969404593591581
12 23 22 21 20 19 18 14 5 8 3 2 0 7.960291807079964
12 28 24 23 22 17 18 11 6 10 5 16 0 8.117565508257723
8 24 20 9 1 3 5 7 0 6.389437644749077
2 6 0 1.3680479849194103
12 28 23 19 16 14 11 8 4 5 1 13 0 7.32483337101925
3 5 18 0 1.618224493501303
12 26 22 21 19 15 18 8 13 5 1 10 0 8.916190110828467
12 28 27 24 23 17 13 14 6 5 3 2 0 9.684200224256868
7 22 27 7 17 11 18 0 5.143014448759819
3 23 16 0 1.6446743810759343
12 21 20 18 16 11 14 7 9 5 3 10 0 8.887201880303975
12 28 26 19 18 15 14 1 6 8 12 16 0 8.293482840008554
12 28 27 21 20 18 7 1 6 8 3 12 0 8.797366026587
3 6 7 0 2.0900432730808536
12 28 27 26 25 24 13 21 11 17 5 16 0 8.860485182216538
12 27 21 16 15 9 13 8 6 5 1 2 0 7.0757620252767435
12 27 26 24 23 15 14 8 9 19 3 2 0 8.7588372975184
12 28 20 18 17 15 13 8 16 4 10 2 0 9.379827688177569
12 28 27 24 21 17 7 1 12 10 3 16 0 9.107941775842972
12 28 27 23 21 17 13 4 6 20 3 10 0 9.411692754587744
12 24 23 22 21 20 18 14 5 10 3 2 0 8.567812883413387
12 28 24 23 20 15 18 8 6 10 1 9 0 9.085724421579744
12 28 27 25 21 18 8 7 12 5 11 16 0 7.872935796293688
12 26 23 22 19 18 14 1 16 10 3 9 0 8.383576405219577
12 28 26 25 24 19 21 8 16 5 9 2 0 8.29551718030865
12 28 26 25 24 23 20 7 4 19 1 9 0 9.095096881417716
12 26 24 22 21 19 4 7 6 5 3 10 0 8.248570972289794
5 9 4 3 16 0 2.881064001628584
12 28 27 21 14 11 13 7 4 8 1 10 0 10.450113435098647
12 28 27 22 19 18 11 7 4 5 1 13 0 8.773425771312995
12 25 23 22 21 16 13 14 6 10 1 2 0 8.350345525260588
12 23 22 21 18 15 12 1 4 10 5 16 0 7.416593512843285
12 28 25 24 23 22 18 21 15 11 1 2 0 8.267347681798604
12 25 18 17 16 13 2 1 6 5 12 10 0 7.981780029110683
12 28 23 19 16 15 7 14 5 8 1 9 0 8.613387688876855
12 28 25 23 21 17 2 4 16 5 15 9 0 8.004110817174011
8 25 12 9 16 15 14 17 0 6.09084876386658
12 28 22 21 17 11 12 8 6 10 1 9 0 8.890870959547826
12 27 26 22 21 11 18 4 9 5 3 10 0 8.760754958942956
12 28 27 25 23 20 18 7 12 8 3 15 0 8.392950021922013
12 28 25 21 19 17 18 7 14 5 3 2 0 9.145848432764392
2 23 0 1.0152914281483598
12 26 25 24 23 19 21 1 9 8 3 10 0 8.128578440279737
12 21 18 16 15 13 11 14 6 8 12 2 0 6.801165133336403
5 25 12 7 17 0 2.985145151038701
10 27 24 23 1 8 18 7 12 4 0 7.159384659974451
12 28 27 25 23 20 21 8 13 17 5 10 0 8.647828824444288
12 27 26 25 20 18 7 14 4 8 6 13 0 7.648639446935523
8 23 11 2 1 22 5 14 0 6.02397864390115
10 26 25 21 23 15 4 8 9 5 0 6.971667512988539
11 28 26 23 20 15 13 8 9 10 1 0 8.709963643938254
12 23 20 19 18 12 14 1 11 5 3 10 0 7.08976829687753
12 28 27 26 25 17 21 7 12 11 3 9 0 9.754590618172116
12 27 26 22 21 17 2 7 6 4 12 10 0 9.001915664713279
10 28 26 19 25 8 2 4 9 5 0 7.134591809619291
12 26 25 23 21 19 18 14 6 17 11 13 0 8.05312055786162
3 24 8 0 2.18028344709492
12 28 27 26 24 20 8 7 15 19 11 2 0 9.349733279178007
12 27 25 24 22 17 7 14 4 8 3 9 0 8.590638360503497
12 28 27 26 22 15 18 1 14 5 3 2 0 9.692838727613317
12 22 21 19 18 15 14 8 12 17 1 11 0 6.914141808582198
12 28 24 19 18 15 12 1 4 17 11 2 0 7.522970613699493
12 27 26 24 22 19 18 14 4 8 12 13 0 8.644828391313926
5 22 5 28 25 0 2.9034415313925104
12 27 26 21 18 15 13 14 16 10 11 9 0 8.414201618222394
12 28 21 20 18 15 13 14 4 17 9 2 0 8.571286831356092
12 23 22 21 20 19 18 14 12 8 1 10 0 8.232126044624067
12 28 25 23 21 18 2 8 6 4 1 9 0 8.326202775500017
6 6 19 28 14 23 0 4.0231475410736035
12 28 27 25 23 17 13 11 6 19 5 10 0 8.543180517646691
10 26 25 21 16 15 4 12 9 23 0 6.6352702731668085
8 25 27 21 19 8 20 23 0 6.059932679881579
12 26 23 22 17 16 7 14 12 8 1 10 0 8.600973402291029
12 28 24 23 20 19 2 18 16 5 11 10 0 7.535624427833788
12 26 24 19 16 15 7 14 12 8 11 2 0 8.215915337772365
12 27 26 23 21 20 11 7 6 5 1 13 0 7.944296633176889
12 28 27 24 23 22 18 15 16 4 12 9 0 8.816091535273667
12 26 23 21 19 17 2 14 6 12 1 16 0 8.577173767418774
4 25 11 26 0 2.734876227767119
12 27 25 24 23 17 14 15 5 7 1 19 0 7.406900974839521
12 26 25 24 23 22 2 4 6 19 11 9 0 8.155926679347237
12 28 22 21 19 15 18 14 13 5 11 9 0 8.787677305702433
12 28 27 25 22 20 2 17 13 19 3 10 0 8.49020187855546
12 24 21 20 19 17 18 14 13 11 12 16 0 8.027841335956447
12 27 26 21 20 12 8 7 4 5 3 10 0 8.317164100685174
8 24 27 16 1 15 18 21 0 6.440849828397725
9 28 20 23 16 6 18 7 12 0 7.063072208884854
12 23 20 19 18 15 11 1 6 17 10 9 0 7.9522482609070035
12 26 24 21 20 17 2 7 4 10 12 9 0 9.252969711968454
7 5 27 22 1 15 18 0 5.895455947113886
12 27 23 22 20 19 18 1 6 17 11 15 0 7.475926476151568
12 28 24 22 21 17 20 16 6 10 3 2 0 8.361743988691982
12 28 22 20 18 17 7 15 6 4 9 16 0 7.427842486348335
12 25 24 22 21 17 20 14 13 7 3 16 0 8.487542573305339
12 28 24 21 17 15 14 7 4 10 12 16 0 9.311312432131563
12 27 26 24 23 19 13 12 6 8 3 10 0 8.254665219889937
12 28 23 21 19 17 18 7 4 8 5 16 0 9.320323785873073
12 28 27 21 19 18 2 7 16 8 10 9 0 9.110789340420235
12 27 26 24 22 20 8 1 4 17 12 19 0 8.424480813087502
5 15 3 21 17 0 2.584153828480096
2 15 0 1.038883024899581
9 23 20 12 2 3 13 7 4 0 7.380254853908929
12 27 22 17 16 15 11 4 12 5 3 2 0 7.416649640641938
12 27 25 24 20 19 4 7 6 8 10 2 0 7.676813230221661
8 28 27 17 6 11 21 23 0 6.329137161447149
12 28 26 24 22 19 2 8 4 10 1 16 0 8.750201289870654
11 28 26 24 17 15 13 1 6 20 9 0 9.280378828480847
7 24 26 10 13 3 21 0 5.537172091599439
12 28 26 23 22 17 13 7 15 8 1 2 0 9.371591991571629
6 5 7 21 24 25 0 3.4298216284385203
11 28 26 23 16 12 21 7 6 5 3 0 7.94884741882195
6 24 15 22 1 3 0 4.007229068941344
12 26 24 23 20 11 8 7 4 5 12 2 0 8.670851343992908
12 28 27 26 24 23 2 1 6 5 22 16 0 9.010593862298412
6 25 4 15 19 17 0 3.891169999459466
12 26 23 21 16 15 13 1 11 8 3 2 0 8.953154556013702
12 23 22 19 18 17 2 7 15 8 1 16 0 7.052338452561971
2 16 0 0.7580672860192648
12 28 24 22 20 19 18 8 9 10 15 2 0 8.321421636458712
7 23 11 28 16 17 2 0 5.1845671655906225
4 7 27 18 0 1.8215644052917712
12 24 21 19 15 9 8 1 12 7 3 2 0 6.6634039564010825
2 26 0 1.2732500848207224
12 26 25 24 18 17 13 7 4 5 3 12 0 8.160335732376593
12 28 27 25 18 14 13 7 5 8 3 9 0 7.87208679820098
12 28 25 24 23 18 13 7 6 4 5 9 0 8.731435937283399
12 28 25 22 21 19 7 14 6 8 5 11 0 7.6706616295646795
12 23 20 19 15 11 4 7 6 8 1 9 0 8.407584287497862
9 26 16 12 6 22 5 4 9 0 6.373949020200547
12 27 25 24 22 15 21 14 13 10 5 9 0 8.45122845797365
3 7 27 0 1.7400127533485858
12 26 22 18 15 12 7 14 6 4 1 11 0 6.399164675052879
12 26 24 20 19 17 13 18 9 7 3 2 0 8.834994292427146
12 19 17 16 11 10 2 7 4 5 3 9 0 7.740187698121476
12 23 22 18 16 11 7 1 6 4 3 15 0 7.487753965781753
12 26 25 23 21 17 11 15 4 19 9 2 0 7.757412516618362
10 26 25 20 1 3 13 14 19 17 0 7.274389275200731
5 5 23 2 13 0 3.1635187215827485
12 28 24 20 16 15 11 8 12 5 1 10 0 8.427230663425322
12 26 18 16 15 12 13 8 11 5 3 2 0 6.977728982122662
12 26 23 21 20 19 8 14 11 5 1 9 0 8.280910268531818
12 28 27 24 23 16 13 8 4 10 12 2 0 8.914188849742242
12 28 26 25 23 22 21 7 1 8 3 13 0 8.192965424712732
12 27 26 21 19 15 18 1 9 8 3 2 0 9.21767371268587
12 27 24 18 16 11 12 8 6 4 5 10 0 7.779878147350021
12 27 26 22 21 20 14 1 4 7 3 9 0 8.611468849100216
5 23 18 10 2 0 2.6565140577001265
12 27 25 24 22 15 21 1 4 11 3 10 0 8.044780619115443
6 6 20 21 19 11 0 4.364766904662202
5 5 8 26 22 0 3.414007139387147
12 28 26 20 16 13 2 8 12 5 3 9 0 8.857639044578288
7 6 12 2 25 15 18 0 5.8479156594063255
12 28 27 26 24 17 13 7 6 10 15 16 0 9.969759320966167
12 28 25 21 19 18 7 14 4 8 3 13 0 8.756196406803152
8 28 23 9 17 3 18 7 0 6.316270502028462
2 15 0 1.038883024899581
12 25 23 21 18 14 4 1 6 8 3 9 0 7.714499308889808
12 28 27 26 25 20 18 8 16 11 12 24 0 9.258576841429166
12 27 23 20 19 15 11 7 6 8 12 13 0 8.146012136642808
12 27 21 17 16 11 8 7 6 5 1 4 0 7.719540282608607
12 27 26 24 23 19 21 4 16 10 5 2 0 7.883740936770188
12 28 26 22 21 16 18 14 6 5 9 2 0 8.790752762415075
12 28 27 22 19 17 11 7 6 8 12 2 0 9.307897510670937
4 24 14 3 0 1.5974909036922464
4 19 12 2 0 1.949242623121226
12 28 25 24 23 22 7 14 16 19 8 2 0 8.021800359198103
7 5 19 10 1 17 14 0 5.781657826624534
6 5 11 1 13 15 0 4.539717152394816
10 24 17 16 1 15 4 14 12 8 0 7.518580318153058
12 26 20 18 15 14 13 1 9 7 12 2 0 8.06496209740533
12 28 27 26 25 23 21 7 12 20 22 2 0 9.4476824912268
7 6 4 10 24 17 18 0 6.0972191917570155
5 5 8 15 24 0 3.493306625148898
12 28 27 26 23 15 18 14 12 8 1 9 0 10.14349623262392
12 27 26 25 24 23 18 7 15 8 1 9 0 8.333749466838588
12 27 18 17 12 10 2 8 6 4 1 9 0 7.513688390447355
12 28 25 20 18 17 16 15 6 5 3 9 0 7.399473688419889
12 26 25 24 23 22 12 1 6 11 3 9 0 7.841182700874176
4 13 11 28 0 2.731142541989515
2 8 0 0.5565196859708453
6 23 4 21 6 18 0 3.8909360495240053
7 5 4 10 27 17 21 0 5.805178663287637
11 28 26 20 14 11 13 8 16 7 9 0 8.849780189352108
12 27 25 20 17 11 12 1 4 5 3 10 0 8.231257851871415
9 27 24 9 23 15 18 8 12 0 6.364871169118482
12 27 25 23 19 15 18 7 4 8 5 12 0 8.13064941445485
12 28 25 24 23 20 21 1 13 17 3 9 0 8.635825600318272
11 27 25 22 19 15 20 13 12 17 11 0 7.607985399921917
12 25 24 21 18 15 13 7 4 8 6 9 0 8.558538566130961
12 27 24 23 21 19 7 14 15 17 3 9 0 7.679708996982141
5 26 15 28 1 0 3.6591574791645676
2 16 0 0.7580672860192648
12 24 22 16 15 11 8 7 4 5 1 3 0 7.2539515261001695
12 28 27 24 22 20 4 1 6 10 12 9 0 9.176946192714016
12 25 22 21 19 18 13 8 11 10 3 2 0 8.071197118877963
12 27 23 21 17 16 13 14 4 11 1 10 0 8.130226072220351
10 28 27 15 13 11 2 8 16 3 0 7.5524155289859145
12 28 25 22 21 14 13 7 4 11 1 9 0 8.219005402397654
12 28 25 21 17 11 13 1 6 4 5 2 0 9.394662966497386
12 28 24 21 20 15 13 14 6 4 11 2 0 8.999920096997974
12 23 21 18 16 15 8 14 11 5 1 10 0 7.835388614949932
12 28 27 26 24 15 13 7 11 5 1 23 0 9.535551722303783
12 26 25 22 21 20 18 7 6 4 3 9 0 8.876341232336474
12 28 27 26 25 23 21 14 11 20 3 2 0 9.26531634661526
9 26 16 22 6 15 10 8 12 0 6.636818786559301
12 28 24 22 20 19 18 1 13 17 3 10 0 8.58940317725027
4 25 6 1 0 2.2755823992881674
11 27 26 21 16 19 4 8 9 5 12 0 7.644520262135306
4 13 20 28 0 2.8003587352495916
4 23 15 17 0 2.1352836186180073
12 26 21 19 18 17 7 1 6 4 3 12 0 7.1751326722715865
12 27 26 22 21 18 13 14 16 10 6 2 0 8.180108089212169
10 21 20 18 13 6 2 7 4 19 0 7.59647800279571
3 16 19 0 1.5847641517018076
12 25 24 23 17 15 11 12 6 5 3 2 0 8.023369526443869
12 28 25 24 23 18 21 1 6 17 11 10 0 8.281154583601152
12 23 21 18 17 11 13 8 4 5 1 2 0 8.658343656304819
6 28 8 4 14 11 0 4.380731811384905
10 23 22 20 16 11 8 3 12 19 0 6.005970640604428
12 26 25 22 19 17 14 1 4 8 3 2 0 8.89484251236697
5 3 12 10 24 0 3.09664233629825
2 8 0 0.5565196859708453
12 24 19 18 17 15 14 1 12 11 3 2 0 8.665424872241115
4 6 27 2 0 2.8342285547330928
12 27 26 21 18 15 7 14 12 8 1 10 0 8.792586469717252
9 28 14 10 13 22 5 7 6 0 6.962057168648452
12 28 27 24 22 18 21 7 16 5 3 9 0 8.968382593987842
12 28 25 24 23 15 18 7 14 10 9 2 0 8.891407359298917
12 28 27 26 19 15 13 18 4 5 3 2 0 10.021320140265178
12 28 27 25 23 18 21 1 15 11 3 9 0 7.951852818381276
12 28 25 20 19 17 7 14 4 5 3 18 0 8.850981846522878
12 28 27 24 23 22 8 1 6 19 10 16 0 8.731463004736169
9 24 23 10 16 17 5 7 9 0 6.60847879103947
12 23 20 18 16 15 13 14 5 10 1 2 0 9.16140834806969
12 24 20 17 16 14 13 7 6 4 10 9 0 8.809754794516905
12 26 24 23 21 15 7 14 12 5 3 9 0 8.707663235617506
12 24 23 21 19 17 18 7 13 8 5 2 0 9.207632374377845
12 28 23 22 21 20 18 1 4 8 11 2 0 8.68030662578717
12 27 26 25 17 15 12 1 4 10 5 16 0 8.039604583405827
6 5 13 6 14 8 0 4.232878033767096
7 25 19 10 16 23 20 0 4.753144285239581
6 23 11 1 14 3 0 4.051692991118587
12 28 27 23 21 15 12 8 11 19 1 9 0 8.707697071320313
12 27 26 24 22 17 18 1 6 5 3 2 0 9.045609650492917
12 28 27 21 20 17 14 7 11 19 5 13 0 9.203163699505431
12 28 27 25 21 20 7 14 4 17 1 19 0 8.64104247188593
12 27 23 21 19 16 14 1 5 8 3 9 0 7.679421223148097
12 28 27 25 24 22 18 15 16 20 5 9 0 8.7667008482344
12 27 25 23 20 8 5 7 4 17 1 3 0 7.700593373307025
12 26 22 21 16 12 14 7 6 8 1 11 0 7.343893230121139
12 27 24 22 20 19 5 14 12 17 1 16 0 7.610778175426182
12 24 21 19 18 17 13 1 14 10 3 9 0 7.539881318285715
12 27 25 23 22 16 14 7 6 20 11 9 0 7.386627429171961
12 27 25 24 23 19 21 15 4 10 9 2 0 7.488268029343698
7 9 19 21 17 22 18 0 5.352351340763273
6 23 4 1 13 8 0 4.124894385616381
10 25 23 22 17 3 4 21 9 5 0 7.04244729301695
12 28 24 22 21 17 11 7 6 8 12 2 0 8.615831370678976
10 27 25 22 14 8 18 7 6 20 0 7.544459449635683
12 26 25 22 20 15 2 8 6 5 3 10 0 8.837919108626066
11 24 18 14 12 3 2 8 4 10 9 0 7.234324209075234
12 28 27 26 22 20 13 21 6 11 1 10 0 9.428960266921289
12 28 26 17 14 11 13 8 6 5 1 10 0 10.007597362914858
12 26 24 23 21 15 2 11 4 10 5 9 0 8.158623711987198
11 26 25 19 12 11 9 15 6 5 3 0 6.766458314476795
12 26 24 23 19 15 12 7 16 8 11 2 0 7.916433554625179
12 26 23 21 20 16 18 14 6 4 11 10 0 8.229595192485668
12 28 26 23 22 18 13 21 11 5 1 9 0 8.788156682998974
2 10 0 0.8758816314509897
12 28 25 22 20 17 18 1 6 15 12 2 0 8.793566252406434
12 26 23 19 18 17 11 14 6 5 1 12 0 7.22612893439427
12 27 26 25 22 19 21 8 12 10 5 2 0 7.820365252314012
12 23 20 19 17 15 13 7 4 8 5 10 0 9.427319741290269
7 6 11 26 24 17 14 0 5.751130230770705
12 28 27 23 21 19 13 14 6 8 1 10 0 9.091384996899944
11 28 25 24 21 1 18 14 16 4 9 0 8.00668811364841
5 23 11 15 27 0 3.0658336635182115
11 28 27 20 17 3 13 7 9 8 12 0 9.179289637061663
12 28 23 21 19 15 2 1 6 13 12 9 0 9.085434643157777
5 25 20 26 24 0 3.5814562948032664
11 27 26 24 16 11 20 14 6 8 1 0 8.57090364149833
12 26 25 21 19 11 7 1 4 15 3 2 0 8.72176304441769
12 28 26 21 19 17 2 7 6 8 15 9 0 9.674645536488203
12 22 21 19 18 16 13 1 11 8 3 10 0 6.550402203413736
3 27 8 0 1.8975957970279047
12 25 23 22 21 16 13 15 4 19 11 2 0 7.61805862798653
12 27 21 19 16 15 2 7 6 4 12 9 0 7.939883078541172
10 26 24 22 6 11 9 4 16 17 0 6.704091245444767
3 25 7 0 1.861190629772749
12 26 24 22 19 18 7 1 6 10 3 16 0 8.293419804881445
12 28 26 22 21 20 13 8 16 19 18 2 0 8.742702469129473
12 27 26 22 21 15 13 7 6 11 12 2 0 8.89841405437726
12 28 27 24 23 19 21 14 11 7 1 9 0 8.717521184838674
10 16 11 10 6 3 2 7 4 5 0 8.020810527685967
12 22 20 19 16 15 13 7 14 8 3 2 0 9.03570540655667
12 27 24 22 21 20 18 7 6 4 5 19 0 8.063959305220475
12 25 23 20 19 17 18 7 4 8 1 10 0 9.263795430537376
7 6 8 17 25 11 13 0 5.578452655151585
12 27 26 22 20 17 13 1 6 15 9 16 0 8.401285558042401
12 27 26 25 24 23 14 1 6 11 12 16 0 7.455778507443985
12 26 24 23 22 16 20 1 6 5 12 10 0 7.987640507131071
6 5 16 22 14 3 0 3.93096263599378
12 28 26 24 21 15 18 4 6 11 12 2 0 9.093761321500478
12 28 27 25 22 20 11 21 6 10 5 16 0 7.996287775874867
4 22 8 16 0 2.3042812104324453
11 28 26 25 22 8 18 14 6 5 12 0 8.505990040834998
12 27 26 25 24 22 11 8 6 19 12 2 0 8.049718196471556
12 25 24 21 20 17 8 7 4 5 15 16 0 8.409161489038267
12 27 26 25 24 22 20 7 4 8 15 16 0 8.305146540000006
