11 28 26 18 15 17 6 11 12 7 2 0 6.653139813939146
11 27 26 23 17 10 13 8 4 6 21 0 6.7067307295109035
11 28 27 20 17 15 8 1 9 7 18 0 8.015900394212434
2 23 0 1.8755753795286534
11 22 18 15 12 10 5 8 9 3 6 0 7.737368513960394
11 28 26 23 14 16 5 12 9 7 3 0 7.75250135925874
11 28 25 22 16 21 8 11 10 7 4 0 7.262973892481856
11 28 27 22 19 3 5 10 9 16 18 0 6.675960339250705
11 28 25 21 19 2 5 13 9 17 4 0 7.397953478895213
11 27 25 23 16 15 5 1 4 17 6 0 7.133251219403681
11 27 25 24 22 21 19 20 9 23 13 0 6.796467819136393
5 23 2 19 1 0 3.6978285949593657
11 26 20 15 14 2 5 1 12 7 4 0 7.695643522997825
11 28 25 24 23 19 8 1 13 3 6 0 7.101196889868383
9 26 22 12 7 15 14 11 17 0 6.098226482918198
2 3 0 1.7505300130308288
11 27 26 22 15 21 13 11 2 7 6 0 6.2553233831649315
11 28 26 24 20 16 11 1 9 17 18 0 7.390135685596188
11 24 22 21 18 9 5 1 4 7 6 0 6.940866183468994
11 28 26 25 18 21 16 13 9 6 4 0 7.641838712068138
11 28 26 17 11 10 5 1 9 6 4 0 6.821000565594556
11 23 21 19 12 14 8 11 1 9 4 0 8.06637480370866
11 26 23 19 18 3 17 12 9 7 2 0 7.253747542989507
11 28 27 21 20 9 5 1 13 7 17 0 7.89734954794533
11 24 23 20 16 15 5 6 10 17 14 0 6.434356121876771
11 28 27 24 18 14 5 12 4 7 6 0 7.094628585398896
5 15 2 19 12 0 3.8705963974933946
4 22 21 28 0 2.203821745174724
11 27 26 23 20 3 14 11 13 7 2 0 7.377680083966942
11 25 22 21 20 19 5 11 12 15 14 0 7.2612684163119745
11 24 21 20 12 10 11 8 1 19 6 0 7.27631804071823
10 27 23 20 14 15 5 6 16 3 0 5.68845410218554
11 28 22 21 20 10 19 11 12 17 18 0 7.744677474282232
8 26 2 23 24 16 22 4 0 5.146684389518271
11 25 22 21 20 15 5 12 10 17 2 0 7.067347719062871
9 27 18 19 2 15 14 13 12 0 5.863944239382746
11 25 24 23 14 10 8 11 1 5 12 0 7.129755889789046
9 26 22 6 7 3 13 11 9 0 6.293440134403609
11 27 19 18 13 15 8 11 10 7 4 0 6.628743347346365
3 1 18 0 1.4297704522407566
11 21 20 19 18 16 14 11 13 7 6 0 7.005785518780563
11 27 25 16 14 2 5 11 9 3 4 0 7.325540416110444
11 28 25 20 17 15 19 6 10 16 2 0 7.256735223209742
11 24 22 20 18 19 5 1 12 15 14 0 7.167320319067289
10 24 23 22 5 21 18 2 9 3 0 5.30551847634767
10 26 24 12 15 6 8 11 1 7 0 7.112205135277399
11 28 26 25 21 3 14 11 16 7 2 0 7.430423698958431
11 26 25 23 15 10 21 12 9 7 2 0 7.954195031089024
11 28 27 26 25 15 5 20 13 16 21 0 7.895354444970817
5 23 8 10 5 0 3.585200577210516
11 25 20 18 13 16 5 12 9 6 2 0 6.948931322761052
11 28 22 19 17 16 5 13 4 7 14 0 7.940394644650508
11 28 23 19 15 14 5 1 17 3 6 0 7.135040557779835
11 26 24 23 19 10 5 17 16 7 18 0 7.403758384690141
11 28 26 21 20 3 5 17 2 7 18 0 7.150717840320427
11 28 25 24 20 19 22 1 16 17 12 0 7.926878970298596
11 28 26 25 19 21 11 1 4 9 18 0 7.350590631490652
11 27 19 18 14 16 5 13 10 3 6 0 6.393543680347422
11 26 23 20 18 2 8 11 1 6 13 0 7.053801381475087
11 27 25 22 17 2 13 1 4 15 6 0 6.30252309996818
11 27 26 22 19 21 14 12 10 17 18 0 5.754834466155926
11 28 23 22 13 10 16 11 4 6 2 0 6.677374897978116
11 28 23 22 13 19 3 11 12 7 4 0 7.120462406635076
11 28 26 25 23 15 19 3 9 16 21 0 7.106525136981251
11 26 25 23 19 10 14 8 9 16 12 0 7.767658550528774
11 27 23 16 15 2 8 11 9 3 4 0 6.467134820778316
11 28 23 20 18 2 5 13 12 15 4 0 7.019926356648474
11 28 25 18 15 16 11 1 10 3 14 0 7.097153341687669
11 25 22 17 12 3 5 1 9 7 2 0 7.388236711503231
11 26 22 21 20 3 13 11 16 7 4 0 8.100707672883749
9 28 18 12 14 10 22 8 9 0 6.736942787516524
4 1 18 5 0 2.2594387866492047
11 27 25 24 16 21 13 8 9 15 2 0 6.608331828718424
10 25 14 13 1 2 8 11 4 6 0 7.266806993456157
4 17 8 6 0 2.5222747744252967
11 26 17 13 12 9 8 11 1 6 4 0 7.956932237676579
11 27 23 22 16 19 8 11 1 3 6 0 5.7889859533346755
11 25 23 22 20 6 19 1 16 17 18 0 6.547968944036838
4 7 10 28 0 2.5592531756634678
11 27 24 22 20 2 17 8 11 3 6 0 6.568280176053207
11 28 20 17 12 9 5 11 4 7 6 0 7.55997450825741
10 23 19 18 2 15 17 8 10 7 0 6.395667155457247
3 23 3 0 1.384082168442298
11 27 23 18 14 2 5 1 9 6 12 0 6.340212360568408
4 4 27 12 0 1.920680198595495
4 23 24 28 0 2.522498589483779
10 26 18 16 5 10 13 11 9 15 0 6.996151986290196
11 23 21 20 15 10 13 11 1 3 4 0 7.930194823156231
3 24 20 0 1.0473879825212322
5 10 27 13 5 0 2.800092046353466
11 28 21 20 14 9 17 1 13 3 2 0 7.759047393892174
11 28 27 26 18 19 5 17 9 3 6 0 7.691360200205274
11 26 21 19 12 2 5 1 10 7 6 0 8.216908300411617
7 23 15 6 7 16 22 0 4.830354880186105
11 25 22 18 13 11 5 8 10 7 17 0 6.9926438274051765
11 27 25 22 20 10 5 8 9 6 4 0 6.98912924647464
10 28 24 21 14 16 22 3 4 9 0 6.173344602209064
11 27 22 20 17 19 13 11 4 16 6 0 7.176758797520829
11 28 27 24 22 2 11 20 12 3 21 0 7.061785520522752
9 27 25 5 14 21 24 8 9 0 6.029617128300496
6 7 18 11 14 10 0 4.572361113758449
11 27 25 22 21 2 19 12 9 6 18 0 5.926084937825694
11 26 24 21 13 17 5 8 10 7 12 0 7.576083206709935
9 28 22 25 12 6 17 8 19 0 6.292297976107336
3 22 8 0 1.596604318373317
8 19 18 6 12 15 3 25 0 5.028852128405252
4 6 14 19 0 2.56443149595263
11 28 27 26 23 3 14 11 10 17 2 0 7.314494976432211
11 24 20 19 13 3 5 11 2 7 6 0 7.750897861719521
11 28 23 20 14 10 11 8 4 16 6 0 7.440429073375347
11 28 27 26 24 14 8 1 23 17 12 0 8.205361857348368
11 27 26 25 20 2 14 8 12 6 4 0 7.397407537335578
11 25 19 17 12 10 14 1 9 7 2 0 6.735975105953454
11 25 24 23 16 21 5 11 13 3 12 0 7.329623441426605
11 27 25 20 18 19 11 1 10 15 6 0 6.582320134150606
2 18 0 1.2863090537751798
10 24 19 15 12 10 17 11 4 7 0 5.87833819344871
11 27 23 20 13 19 11 1 10 4 12 0 6.467832736610888
11 26 17 15 13 14 5 1 9 7 4 0 7.485250830028363
11 23 21 20 15 19 5 1 10 3 14 0 7.8540498580094855
11 28 27 26 24 2 19 8 16 15 18 0 8.084379106784228
4 8 18 19 0 2.361849965356236
11 27 25 24 19 2 13 1 16 3 6 0 6.458907253103229
4 23 18 26 0 2.533976474502536
11 27 26 21 15 19 14 1 10 6 12 0 6.22200791530832
11 28 27 22 20 21 19 17 10 15 4 0 7.257296891178049
11 25 23 19 14 10 16 8 9 6 12 0 7.229024705120824
11 27 26 23 20 16 22 11 4 9 2 0 7.23164127181577
11 28 23 19 15 17 3 11 10 7 2 0 7.033000445049055
11 28 27 24 23 21 19 12 10 16 18 0 6.784310538000235
