9 26 23 4 10 16 20 19 17 0 6.443537257703964
9 28 24 8 4 1 23 21 22 0 6.448157731320615
9 27 22 14 6 8 7 19 18 0 6.137540219794895
4 26 21 25 0 2.026298035542254
9 26 24 23 12 16 6 13 22 0 6.449059563774693
9 19 17 16 2 18 10 4 12 0 6.07281787140696
9 28 16 14 15 8 19 5 12 0 6.028881226051084
9 28 23 16 6 10 7 5 25 0 5.957405697753109
9 26 23 17 2 3 16 19 10 0 6.490352384677391
9 28 27 6 10 3 26 9 18 0 5.343204824397992
9 28 24 4 1 3 20 21 17 0 6.47806012854635
9 28 14 11 15 8 6 9 13 0 6.137855995229594
9 28 17 23 16 3 6 5 4 0 6.305147264144183
7 21 15 14 2 18 28 0 5.934638168740175
2 3 0 1.5340290545617377
4 21 13 23 0 2.585941592088118
9 20 15 14 2 17 4 7 10 0 6.8953777230003395
9 26 25 8 15 3 9 21 16 0 5.841014228685563
9 28 19 14 15 18 10 2 17 0 6.13211459016156
9 24 20 8 16 3 6 19 17 0 6.218124371181563
9 28 22 11 16 26 6 5 10 0 6.424533378063608
9 26 22 17 2 16 4 25 1 0 6.779959053891381
9 28 22 17 15 3 2 7 1 0 6.461958041247281
9 24 19 4 15 16 9 5 1 0 5.935974347832758
9 23 19 2 15 18 13 7 10 0 6.027723043594054
9 28 19 14 16 8 7 3 26 0 5.367506454020793
8 20 4 17 10 16 6 15 0 6.490312973162699
9 26 14 8 19 3 4 5 12 0 6.662440964631802
9 17 12 11 4 3 7 5 10 0 6.453967530363226
9 27 15 9 25 11 4 7 1 0 5.713619559064401
9 28 14 9 21 6 7 5 1 0 5.920329138530358
9 22 14 17 2 3 10 4 1 0 6.094687636225503
2 24 0 1.213125001819471
9 24 23 8 6 18 9 21 13 0 5.876960495024395
9 23 21 8 16 3 10 5 17 0 6.455213021501283
2 9 0 1.4998620394862325
9 25 22 8 15 19 6 21 1 0 6.896597565101084
9 26 21 8 5 11 14 7 18 0 5.920673784604675
9 27 25 6 2 1 10 19 12 0 5.803427453000354
9 23 15 14 2 16 11 5 12 0 6.722845458254537
9 23 19 8 16 3 6 9 17 0 6.010492595583926
9 22 19 9 15 18 13 5 12 0 5.575181957230698
8 26 12 8 16 18 13 21 0 6.566566430408782
9 28 22 20 10 11 13 25 18 0 6.05910858770136
9 28 22 14 16 11 26 7 10 0 6.108604063257919
6 19 15 22 21 10 0 4.53032682030925
9 20 19 8 15 11 7 3 17 0 6.37640748469734
9 27 22 23 4 17 6 19 10 0 6.507332055307395
9 24 14 13 1 11 6 7 18 0 6.072558686985203
6 20 13 8 25 10 0 4.614869949790156
9 27 21 14 1 17 18 2 12 0 5.461920851284368
9 26 13 23 10 11 6 1 12 0 6.352837094066075
7 26 24 22 5 17 28 0 6.047101274028636
9 28 27 14 6 17 13 21 10 0 6.250452225248566
9 27 24 11 2 3 9 21 16 0 5.745814961703244
9 24 22 6 20 16 7 19 13 0 6.378848024146437
9 24 22 2 15 3 13 19 10 0 6.657690716969329
9 28 23 8 16 11 20 19 22 0 5.96346277331699
9 28 26 14 12 18 23 8 17 0 5.297142837724303
7 19 4 14 2 18 10 0 6.08588910938719
9 26 22 14 21 3 7 5 10 0 6.987167953237382
9 28 23 8 4 16 13 7 10 0 5.788652461472829
7 19 4 11 15 10 6 0 6.31100227009483
9 25 24 4 6 3 9 21 20 0 6.169523802613186
9 27 21 5 15 2 13 19 12 0 6.029792615981845
9 22 12 11 4 17 7 5 10 0 6.346444327698374
9 26 24 20 2 11 7 21 13 0 6.61929076515928
9 25 23 8 2 3 6 21 10 0 6.613066336385433
9 28 22 8 15 11 5 21 1 0 6.761703412519962
9 27 20 8 15 3 13 4 17 0 5.738302701131701
9 27 24 11 4 18 13 7 12 0 5.850832466242782
9 24 15 14 2 17 9 5 4 0 6.587915665809687
9 28 26 8 5 3 13 7 18 0 5.642634333794422
9 27 23 8 21 9 7 5 18 0 5.261014038712064
5 16 27 11 2 0 3.7552751134791738
4 9 22 17 0 2.9123174841346167
9 27 22 17 25 3 18 2 1 0 6.145150917396636
9 27 22 23 5 16 13 19 4 0 6.205534535513239
9 27 17 14 16 26 6 4 12 0 5.6182480879158385
9 24 23 8 15 19 10 21 17 0 6.574253203843465
9 26 21 6 2 1 20 4 12 0 6.011885900640794
9 26 24 8 2 9 7 19 15 0 6.414374477504474
9 25 24 17 15 3 18 7 10 0 6.59831849931292
9 21 20 8 10 18 6 19 12 0 6.204161481959802
9 26 16 23 15 10 4 7 12 0 6.262707355006123
9 26 22 8 15 3 4 21 1 0 7.009943324340037
9 27 16 8 15 2 4 19 1 0 6.041254728004471
3 22 2 0 1.1358212298447008
6 20 7 23 28 12 0 3.5343258564778397
9 27 24 6 15 16 9 2 23 0 5.973800551954118
9 28 26 20 5 19 13 7 12 0 5.299371259224595
9 25 24 14 4 17 13 9 20 0 6.087031032669798
9 27 16 11 2 8 9 21 6 0 5.3340704698167425
9 28 22 14 19 27 4 7 12 0 6.000798105736728
9 26 21 17 2 3 5 19 10 0 6.793545746345548
8 27 12 23 25 11 20 9 0 5.66414288267181
9 25 16 14 4 10 9 21 1 0 5.667354380253402
7 9 13 26 25 3 10 0 5.685815786916006
4 26 1 2 0 2.1523553308561123
9 27 22 11 25 2 4 5 10 0 6.489540891244739
9 28 17 14 16 11 26 3 10 0 5.926239563976815
9 28 12 9 19 3 4 7 10 0 5.57785248327195
8 23 12 24 4 3 9 19 0 6.002142842105363
9 24 15 14 5 2 13 7 20 0 6.553210197639928
8 23 12 6 15 17 10 9 0 6.503760211033837
9 25 24 14 2 16 22 4 12 0 6.2159427779757666
9 28 19 14 2 11 26 3 12 0 5.78856502205084
8 24 12 14 2 8 20 5 0 6.56145787031577
9 26 21 17 16 11 6 25 12 0 6.291967199243332
9 27 13 18 2 3 7 5 10 0 5.725817803643622
9 28 24 23 5 18 26 19 22 0 6.638982968959243
9 27 22 23 6 8 7 19 17 0 6.409763165332645
9 18 13 11 2 17 10 4 1 0 5.848851794623348
7 20 24 23 15 19 6 0 6.213017266676738
9 23 22 4 15 3 13 2 20 0 6.6011920927834975
9 26 19 6 16 18 9 5 12 0 5.966321325658238
9 27 26 8 15 18 4 2 23 0 5.457296178706747
9 27 24 8 2 18 13 7 22 0 6.405856105288857
9 24 13 11 2 3 6 19 5 0 6.740638014388645
8 27 12 5 21 18 26 19 0 6.015510380642481
5 3 22 11 20 0 4.226356655781692
9 28 24 22 4 11 26 5 12 0 6.232732728868457
9 24 23 4 15 11 20 2 10 0 6.051674317265304
4 19 22 11 0 2.8011042777161244
8 25 2 11 1 16 18 5 0 5.937713901588097
9 28 22 8 15 3 14 19 18 0 6.416800834649547
7 3 12 11 25 15 7 0 6.112950181234619
9 27 16 20 1 3 13 5 12 0 5.674233463178631
9 27 24 14 26 3 22 5 12 0 5.977191538906697
9 24 20 8 15 18 9 2 1 0 5.5325128930296525
9 28 12 8 9 27 7 5 4 0 5.932546894240283
9 26 19 14 2 11 7 8 25 0 6.223739799975861
9 21 18 14 10 11 20 4 1 0 5.531367274125889
9 26 17 11 2 3 7 8 18 0 6.259212802895755
8 28 7 2 25 10 13 21 0 6.00554190486358
9 28 27 14 25 16 5 19 26 0 6.067096905635217
9 27 16 14 10 8 6 25 12 0 5.888242621806067
9 28 22 11 10 3 20 7 17 0 6.320766381453392
9 27 22 17 21 10 7 5 12 0 6.318181335137049
9 27 23 8 10 3 20 5 17 0 6.194458840466323
9 26 23 16 25 3 4 9 20 0 5.60994464441971
9 28 26 8 25 2 5 19 17 0 6.354079006657516
9 25 22 11 20 10 7 5 12 0 6.324892562707813
9 28 24 8 4 10 6 21 12 0 6.5153728513638764
2 16 0 1.3631849251912902
9 24 19 6 15 16 9 5 4 0 6.005409796856986
5 26 7 21 10 0 3.851040948382631
9 27 24 14 10 17 20 4 22 0 6.18079409568517
9 19 14 9 10 11 13 7 12 0 6.284545741706121
9 23 16 9 10 3 7 19 1 0 5.848049162311907
9 25 19 8 10 16 18 15 17 0 5.93174217403166
8 26 28 14 25 3 24 19 0 6.664112122902059
9 28 24 23 4 27 9 21 10 0 6.182750314635207
9 28 24 20 16 27 6 3 4 0 5.93917905139919
9 18 17 8 2 11 6 7 3 0 5.722559215680832
9 27 16 8 6 2 7 19 4 0 5.800360400227359
9 27 24 16 10 18 5 21 1 0 6.064826120092851
9 28 17 11 2 3 18 7 1 0 6.015091692958491
9 25 18 8 10 16 13 9 12 0 5.308725410247557
9 27 21 4 2 18 10 7 12 0 5.492668907022145
