7 19 1 11 15 7 5 0 5.785249080765524
4 10 2 5 0 1.6614586826734175
7 18 13 9 20 1 7 0 5.899483470729562
2 12 0 0.9360919953725625
7 13 16 14 10 24 15 0 5.161866009478613
4 24 12 9 0 3.0086072268922255
7 23 12 26 15 27 28 0 5.985319639922978
7 7 6 14 15 27 5 0 5.704328092052269
7 7 11 28 8 1 25 0 5.502156248114195
7 15 24 13 21 1 8 0 4.183233862205978
7 19 12 15 10 27 5 0 5.3303309515520025
4 4 7 14 0 2.5305305299410694
2 5 0 0.8439527612305187
7 7 22 18 10 27 5 0 5.318872115980652
7 24 15 26 5 1 25 0 5.893085845844594
7 4 1 9 17 24 5 0 5.711856338180837
3 25 26 0 0.8871484940163985
5 3 16 19 11 0 3.5371251442695244
2 21 0 0.769323036457521
7 3 13 21 19 27 23 0 5.847080811095849
7 4 3 9 26 7 19 0 5.998554029280972
7 23 7 26 6 22 8 0 5.1066253067480645
4 13 14 26 0 2.98128070335596
2 11 0 1.0839241611003616
5 13 21 26 19 0 3.834515381064694
4 20 18 2 0 2.75243167390295
3 24 15 0 1.1815608338870007
7 26 22 17 3 20 28 0 4.884036669566878
7 20 8 28 13 10 12 0 3.5826029972128817
7 20 11 9 17 13 26 0 4.678594081176797
5 19 18 9 10 0 3.7284183496237655
7 24 13 1 20 27 23 0 5.678453670589903
7 15 18 21 16 13 25 0 4.974882712355827
4 17 3 1 0 3.225550693715829
7 12 18 24 22 7 25 0 5.2602138065564175
4 7 26 25 0 2.549958772906243
7 4 8 5 10 13 19 0 4.971400654970864
7 4 1 14 3 23 19 0 6.196918320437338
7 17 1 20 7 23 5 0 6.017608746785359
4 19 10 20 0 1.9989736486732332
7 17 13 12 3 25 4 0 5.28265779259221
7 25 2 1 3 10 15 0 4.298751056003307
3 3 27 0 1.4320781019448108
7 4 19 13 23 22 7 0 5.140564984191121
7 7 12 21 3 8 5 0 5.518560120421582
5 23 14 8 5 0 3.541959528843138
7 2 1 9 3 17 15 0 4.655199226874674
6 26 19 2 20 27 0 4.538748054078652
3 28 16 0 1.1721204516449515
6 2 19 17 12 7 0 3.131265313456047
5 2 14 9 7 0 3.6069061006791565
7 7 26 24 9 11 25 0 4.866507161373837
7 12 3 26 19 18 5 0 5.854041686626675
7 23 26 21 20 8 5 0 5.771294603661829
7 4 20 27 26 18 6 0 5.447432586818332
7 27 23 24 19 8 25 0 5.082522715340695
7 23 16 3 19 11 20 0 4.683999626523295
3 19 8 0 0.926284613478216
7 25 1 19 10 22 7 0 5.2369773831870505
7 5 1 18 10 6 7 0 4.981730874314002
6 11 1 28 9 10 0 4.039348792073326
2 28 0 0.5895059502378631
7 23 26 1 20 18 6 0 5.790827652159434
7 20 8 9 17 22 23 0 4.396749000771509
7 18 14 24 22 20 19 0 4.984799193424955
7 23 3 18 15 22 7 0 5.831846278740002
7 23 22 14 18 25 28 0 4.6755555251055645
7 19 1 9 10 22 15 0 5.460585906157103
7 6 15 12 4 8 11 0 3.6712301803983935
7 4 28 9 26 23 25 0 5.8174351879011725
7 4 20 12 15 24 17 0 5.242997582939788
6 7 13 21 10 20 0 4.278946596312423
7 24 18 9 20 11 19 0 5.850282148277473
7 22 9 1 28 2 5 0 4.03006112842622
7 18 16 3 1 25 5 0 4.452903969820246
4 3 13 19 0 2.8670589151410573
7 24 22 9 12 27 5 0 5.6555584691234175
7 11 19 17 3 15 22 0 3.8048417059324615
7 19 18 24 7 8 1 0 5.640185901140203
7 27 7 26 10 8 25 0 5.004575895099228
7 4 20 12 10 23 19 0 5.395440592257336
7 7 14 9 26 25 28 0 5.232972923114228
7 23 17 14 10 24 6 0 5.22628535503131
7 12 16 21 10 24 14 0 5.784090445426427
7 26 6 9 3 20 4 0 5.522614636468589
4 5 15 28 0 2.4118316896189107
7 3 12 14 7 27 1 0 5.95791517296166
7 23 22 26 3 13 17 0 5.758003467916235
7 23 1 12 15 10 4 0 5.766367177500364
7 27 11 26 15 1 28 0 5.940500197049307
7 20 13 14 10 24 7 0 5.146468652787212
5 25 8 27 28 0 2.6324828764596324
5 4 19 12 15 0 3.526988674165747
7 15 21 19 4 25 1 0 4.283594379181647
4 10 28 2 0 2.089304791731534
7 18 13 21 19 27 23 0 5.620473232783612
7 19 17 18 7 22 5 0 5.189802268251958
7 12 14 9 20 2 8 0 4.693524126503421
7 26 15 6 3 20 8 0 4.441883816538081
7 22 12 14 20 25 5 0 4.807216675039333
7 18 13 9 20 23 7 0 5.954767947122796
7 27 26 14 16 8 5 0 4.746479031119418
7 27 23 21 17 25 5 0 4.761182288220828
7 17 1 28 5 20 4 0 5.6312880431057675
7 7 26 16 4 25 5 0 4.102291879971795
7 15 18 21 3 28 8 0 4.542525843403823
7 3 16 15 12 4 5 0 5.19630479667396
7 3 10 1 28 8 25 0 4.993163429428041
7 8 28 14 12 22 7 0 4.31973540429777
6 3 18 21 20 8 0 4.733647002955475
7 3 18 14 7 23 1 0 6.216689849704097
2 1 0 0.9378428017136982
5 19 13 25 5 0 3.47011595792344
7 23 11 2 28 20 19 0 5.573761448001985
7 24 3 1 5 8 28 0 5.758422674449409
5 5 12 2 15 0 3.4134543182917496
5 23 13 6 20 0 3.3714691002859314
7 23 26 6 19 8 5 0 5.03993661629152
7 13 14 9 19 8 1 0 5.416056475289006
7 11 4 25 17 15 7 0 3.937010691649624
5 24 13 21 16 0 3.5847668213532877
7 23 9 17 10 20 25 0 4.603958199019863
7 4 1 2 15 23 12 0 5.855433503141451
2 13 0 1.0828135105408392
7 23 22 13 17 19 25 0 4.2508033833217755
7 27 12 14 10 6 26 0 4.686961356688424
7 28 12 21 3 23 7 0 5.362240326950716
6 9 17 6 15 27 0 3.1164729773355893
7 13 21 14 26 18 7 0 5.51984163309874
7 7 11 8 5 23 14 0 5.612767110467582
3 5 20 0 0.7634031676345041
7 15 18 13 10 25 28 0 4.494411730731811
7 4 20 26 15 16 9 0 5.213667465807539
7 23 14 17 16 9 25 0 4.435345898333893
7 22 18 14 3 4 25 0 4.8485663596058375
2 14 0 0.8373540800204392
7 11 1 9 12 18 28 0 5.577976958017257
5 4 16 10 19 0 3.365545858641174
3 17 11 0 1.6238736514028722
7 3 1 12 20 18 7 0 5.928901905258411
7 7 11 1 3 10 15 0 5.215151982617776
7 4 1 2 19 20 15 0 5.2020466881156775
7 23 26 17 19 8 28 0 4.7873576116559535
7 2 1 19 15 7 5 0 5.51799118701453
7 5 11 28 3 22 26 0 5.644533353798132
7 17 1 26 7 27 5 0 6.437607478243804
7 25 19 14 21 24 15 0 4.198041745107465
7 11 1 28 15 18 3 0 5.610344424146989
7 2 1 9 3 23 4 0 5.962262299695097
3 20 16 0 1.3535926954959419
7 12 13 9 20 25 19 0 5.454482182783929
4 18 6 28 0 2.9804614547230575
7 27 1 26 6 18 14 0 5.448170288979627
5 19 14 20 10 0 3.1323225918918762
7 23 16 9 12 20 28 0 5.593548771220132
7 3 21 9 19 18 1 0 6.140941741812805
2 2 0 0.9294490909910474
7 3 13 9 20 27 1 0 6.246254025477364
7 7 26 18 6 13 1 0 4.70413222927675
7 7 22 26 17 1 5 0 5.33167467875081
7 4 17 12 26 22 27 0 4.446467590194254
5 24 21 9 28 0 3.660105105954284
7 11 28 2 20 3 7 0 5.210834254287584
7 27 8 28 12 17 26 0 3.7910751984178135
7 27 11 5 21 9 1 0 4.856130283978932
3 16 1 0 1.7330129742069385
2 15 0 0.6203902749513571
7 17 14 28 20 5 7 0 5.120640659283216
7 8 1 12 15 13 17 0 4.869726679429824
7 2 28 13 21 14 9 0 3.945783920616492
7 17 15 26 1 8 5 0 4.774254422969242
7 12 24 21 3 9 28 0 5.0908690891358965
7 4 8 5 7 24 14 0 5.1727187160049635
7 27 3 13 17 18 25 0 4.703991441681757
7 7 3 9 15 27 8 0 5.67562646800642
7 18 22 26 15 27 4 0 5.870979713932581
7 23 6 14 19 20 8 0 5.054860546146388
7 3 17 21 9 8 1 0 4.872501116304575
7 12 14 2 4 8 25 0 4.834690036479651
7 10 21 13 25 8 5 0 4.142101874988245
4 3 18 24 0 3.2742983494140967
7 12 1 26 15 27 28 0 6.046870005025601
3 27 1 0 1.3883276536097717
7 23 11 9 26 7 5 0 6.133986908248216
7 9 13 21 15 27 26 0 5.172545676129654
7 23 6 24 16 18 12 0 4.963965485377871
7 19 14 28 8 27 7 0 5.06707524300125
7 19 21 9 28 25 4 0 5.17854824458401
7 4 2 14 26 23 27 0 4.518457805454076
7 4 11 13 17 18 26 0 4.773506595492766
7 17 13 21 9 20 25 0 5.156806941325936
7 15 22 18 16 13 19 0 4.251662922414176
7 3 14 26 15 11 5 0 6.060904064777513
2 15 0 0.6203902749513571
4 4 15 2 0 2.8903947766273292
7 7 26 24 3 17 8 0 4.553289935580775
4 8 16 9 0 2.7300061662073682
7 19 13 21 15 24 26 0 5.624666612145732
5 4 28 2 22 0 3.1740159485307204
7 27 11 4 12 6 7 0 4.181224603072525
7 23 17 2 8 4 20 0 4.028535082179928
2 13 0 1.0828135105408392
2 26 0 1.130779798379994
4 4 13 28 0 3.1309557827347696
7 18 13 9 23 11 5 0 5.683540333422039
6 3 14 27 7 23 0 4.977760606983707
7 26 22 15 3 2 1 0 5.045717836728404
7 26 15 13 19 2 20 0 3.866917670621783
7 26 22 18 17 1 8 0 4.513546053278185
2 18 0 1.1317267732232628
7 26 17 21 20 8 27 0 4.375690757270475
2 23 0 1.2640227029104296
7 23 6 13 16 1 20 0 4.604399021281033
3 17 8 0 1.0315166144844399
7 11 22 26 20 23 5 0 6.049874451272653
5 4 7 9 5 0 3.502901536201032
7 17 14 26 15 9 5 0 5.470893241405117
7 7 19 28 5 8 25 0 5.323032350254939
7 12 18 21 17 27 7 0 5.213842195908634
7 7 3 13 10 4 5 0 4.865189749715738
7 4 15 14 16 13 19 0 4.875270699961155
7 24 19 27 7 23 5 0 6.047966392396302
7 24 17 1 4 11 27 0 3.9348718441234976
7 12 14 2 4 27 7 0 4.991175877234057
7 20 17 13 24 22 5 0 4.17326908941645
6 4 8 9 6 23 0 4.260937314408181
7 11 3 14 10 21 17 0 5.017146942224871
7 11 28 2 19 14 15 0 4.169704296716128
7 26 6 14 3 20 28 0 5.38579348755157
6 7 11 2 19 1 0 4.668069815614946
7 23 26 27 10 13 17 0 5.482488860206716
7 23 26 17 20 25 11 0 4.359615906932389
7 23 3 25 20 22 7 0 5.946351121869561
7 26 18 24 3 25 19 0 5.655742136259403
7 23 17 21 16 8 27 0 4.154661519345653
7 12 28 2 20 23 7 0 5.380893986122119
6 17 3 26 7 18 0 4.976529764792214
7 23 20 25 19 18 17 0 5.121213091511347
7 26 6 18 3 1 28 0 5.473020831998245
7 18 1 12 15 23 5 0 6.083767251656529
7 7 18 13 17 8 25 0 4.4773572967203945
3 12 6 0 1.2056908978248686
7 27 20 9 21 13 25 0 4.95292592721043
7 24 14 19 20 27 25 0 5.518125099528174
